"timeindex","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1","var","frequency"
68,0.244498427979926,0.10913976067011,0.177931564760632,2.39115622452012,-27.9026905452693,4.09000584691735,2.71008117701136,0.244429635102831,"npp","7y"
69,0.245243287913831,0.110276742233297,0.169715731255098,2.32753783550587,-40.8411768898489,4.07758356408662,2.65028957115486,0.239170581336599,"npp","7y"
70,0.268758831048021,0.111549436303376,0.126020856304665,2.24883960611229,-944.328983470419,3.72080796787408,2.92621368643697,0.262407560130288,"npp","7y"
71,0.259417606597676,0.110929801818497,0.172031189376408,2.29966871048468,-50.871399584388,3.8547884745189,2.88387408263412,0.259006096023588,"npp","7y"
72,0.25631244054083,0.111112137802452,0.151240509342201,2.28071511069429,-79.9939288191159,3.90148834715146,2.84075640938235,0.255483728658085,"npp","7y"
73,0.238058382202296,0.109640200408038,0.125493840065273,2.3410606050601,98.9474721526971,4.20065023860502,2.63657376413445,0.237945461075573,"npp","7y"
74,0.22858863755437,0.108383036486733,0.0902867467407354,2.39920108845531,29.4811988418655,4.37467063410862,2.53092437891521,0.228263443802635,"npp","7y"
75,0.222869981811275,0.108041974658657,0.0410329049261584,2.41786264624128,18.4241786643071,4.48692099255786,2.46462465200814,0.221954828996935,"npp","7y"
76,0.228965211016675,0.108691928367969,0.0397152027749138,2.3866298996388,20.8014293332115,4.36747572069878,2.48668927660692,0.224075066150857,"npp","7y"
77,0.246427856000517,0.108019381232672,0.0958955496114064,2.42821967264027,52.8163955837555,4.05798279557285,2.70751073280551,0.24420623190267,"npp","7y"
78,0.255886285427715,0.108635638713302,0.116406279730762,2.38738354572823,124.540318099387,3.90798591776224,2.81010288728967,0.252942751610644,"npp","7y"
79,0.234868020242077,0.108551341816441,0.119749309957258,2.39458106073032,151.421837303165,4.25771034715287,2.59335197527119,0.234037730787232,"npp","7y"
80,0.2405039739611,0.106992735720423,0.118422066476989,2.46631865191048,-138.76820591423,4.15793545333162,2.65199307755056,0.239322246485463,"npp","7y"
81,0.237034428126442,0.107494606834335,0.15609032288335,2.43655549157745,-43.1022670079319,4.21879643351458,2.59992367447697,0.234636553241203,"npp","7y"
82,0.255640719249514,0.106373051969911,0.139686939507103,2.50008659006447,-126.013489295224,3.91173989392498,2.8415669259923,0.255550495673888,"npp","7y"
83,0.246733964429999,0.107415164215812,0.141457210338149,2.44852203814461,1025.64332586833,4.05294829315527,2.65729821986222,0.239793872334593,"npp","7y"
84,0.282367559707669,0.10771842428104,0.136313691783895,2.42625987565016,221.778421511664,3.54148331003492,3.14230013182969,0.278941068625814,"npp","7y"
85,0.288174712725539,0.103640247906715,0.223900176154026,2.35092372167985,23.1183374908603,3.470117105495,3.26647990669007,0.287867926813907,"npp","7y"
86,0.287111978687557,0.104631700956728,0.17101530074795,2.27717570025805,14.5879533876209,3.48296161160252,3.16642924772779,0.280706756292324,"npp","7y"
87,0.300257421387546,0.104344734406694,0.119788392145857,2.28330192292519,11.057868430774,3.33047554787759,3.42378585514642,0.298634869306669,"npp","7y"
88,0.293027972806842,0.104546690009091,0.159890586941444,2.27640404048588,13.3090669724679,3.41264347707575,3.31540661954384,0.291279261983013,"npp","7y"
89,0.307001580570263,0.107068321258709,0.145984379609124,2.23343586650137,21.6452232909098,3.25731222016015,3.33896402449588,0.292901287529471,"npp","7y"
90,0.310391207611917,0.107490624167825,0.201116494551317,2.23664265705351,63.3305558098074,3.22174074354033,3.51105020380177,0.304365870987828,"npp","7y"
91,0.308854969403741,0.106329924473752,0.221731069832095,2.3113895609071,512.374000013053,3.23776561513822,3.57453534727019,0.308433195259033,"npp","7y"
92,0.304036593137181,0.108012583578758,0.22450855589124,2.25365217308564,-56.6989750753864,3.289077770809,3.36540941269699,0.294706624926067,"npp","7y"
93,0.252621803062327,0.106269619746392,0.246274201549386,2.34855428801557,-26.5063157343915,3.95848651176509,2.80510927251344,0.252525859576796,"npp","7y"
94,0.277141894049164,0.106288709025664,0.247077739900228,2.35024315084611,-26.5683159127498,3.60825996167366,2.86513234239114,0.257482390583607,"npp","7y"
95,0.280983487066839,0.106699261706531,0.217985779187086,2.30845168358499,-37.1316414382888,3.55892800121071,3.14115641929336,0.278856992809892,"npp","7y"
96,0.287348649047065,0.106894616678334,0.160191905432422,2.27800616046959,-546.640093598373,3.4800929230616,3.20905354869084,0.28378872442292,"npp","7y"
97,0.284146702197093,0.106956162092343,0.127034672324755,2.26647542342304,103.280625865806,3.51930883683587,3.20287326761552,0.283344758302923,"npp","7y"
98,0.297806826307719,0.106194896457579,0.0758545536739761,2.29150103461015,26.2532224808014,3.35788139042427,3.37908294101319,0.295633707855839,"npp","7y"
99,0.301614636533941,0.106276506104734,0.0681703676177491,2.28395476267626,24.5277215544205,3.31548896794824,3.45947119552284,0.300998531885011,"npp","7y"
100,0.314579470353204,0.106962849899651,0.0692038521905104,2.25123125169895,29.6989439122631,3.17884698221794,3.57341122270239,0.308361901218524,"npp","7y"
101,0.361879672486125,0.106109022651808,0.0894403159895125,2.25661490395407,-79.4578560809554,2.76334946677156,4.33486923102545,0.351480302248476,"npp","7y"
102,0.379091479795985,0.10639964394984,0.0959756035473409,2.23839562795181,-59.7237175786597,2.63788571702579,4.84409925552834,0.375636305262184,"npp","7y"
103,0.41741855393433,0.10617336740039,0.146236161108045,2.26162367954438,-18.2158687410973,2.39567693044456,5.64543884101142,0.408118297531757,"npp","7y"
104,0.406133017073137,0.105954143871721,0.0955831744656663,2.26604896745578,-29.1288142095438,2.46224748533538,5.535330697219,0.403993383382858,"npp","7y"
105,0.38889693521324,0.10613467749276,0.138787934258612,2.26059613089787,-19.7446429868334,2.57137536826224,5.09455077863009,0.38643838064105,"npp","7y"
106,0.381428035546785,0.105369874968169,0.185752381347502,2.29915633209404,-11.0739303687583,2.62172652979344,4.8099948419858,0.37411416634245,"npp","7y"
107,0.385535814533724,0.104050174101172,0.218323863521698,2.38972285555677,-9.03034011975129,2.59379274843616,5.07303955970207,0.38553562682513,"npp","7y"
108,0.384394707370784,0.104284581415702,0.235349156420073,2.37609697347719,-8.51292869516761,2.60149263458877,5.00510178709808,0.382654311401255,"npp","7y"
109,0.360608934270066,0.103628751850632,0.195217381452428,2.40554266093767,-10.142669871834,2.77308714500979,4.50676678466667,0.359992704320363,"npp","7y"
110,0.386498315749105,0.105350916291084,0.248107687007722,2.45372732438592,-24.9517078559254,2.58733339642584,4.48439146961411,0.358906491218937,"npp","7y"
111,0.327233834436718,0.106068205272307,0.271482991824926,2.41464061106123,-18.6710403579279,3.05591871855594,3.81108217171833,0.322885413956746,"npp","7y"
112,0.328686908517914,0.105413671780356,0.275191778465857,2.44388929644475,-21.0779946551522,3.04240897366163,3.86495998836431,0.326032122033913,"npp","7y"
113,0.314641315704925,0.105124450251457,0.242848622871062,2.45481955219972,-28.7809132240092,3.17822215356426,3.67036921872905,0.314417856547526,"npp","7y"
114,0.320626653346327,0.10442702998324,0.242555096294587,2.49134159491647,-36.5734975364851,3.11889229907484,3.74329197409903,0.318852073299411,"npp","7y"
115,0.31743601232109,0.104416220803908,0.245890807427923,2.49344088064127,-35.1692937111462,3.15024118620949,3.71956757944651,0.317420509860912,"npp","7y"
116,0.322680555154848,0.105844572443622,0.275012667011685,2.45409752531249,-17.6459352111748,3.0990401622438,3.64685569829683,0.312966315601965,"npp","7y"
117,0.310462433802382,0.1056409391973,0.269625667291962,2.46677826808967,-18.7330474932697,3.22100161282807,3.5920730111618,0.309542130766441,"npp","7y"
118,0.322191829575071,0.104108438503821,0.267628292853697,2.53345750594229,-28.0818647589638,3.10374102694929,3.79709179128703,0.322059866694668,"npp","7y"
119,0.318705954838493,0.105508350316751,0.23860319381292,2.43130668228432,-58.8135581666505,3.13768847057395,3.60526499855522,0.310372175821924,"npp","7y"
120,0.322457618954246,0.105902074321452,0.207230287127484,2.38905226712542,-177.647038811572,3.10118273292185,3.76385995518664,0.320084699906416,"npp","7y"
121,0.31287981405253,0.104237690657952,0.241776365454155,2.28276488056807,21.3766984147812,3.19611542543332,3.4895805588645,0.302971178794262,"npp","7y"
122,0.332321504190298,0.105093141695835,0.217311461132298,2.2487847925403,10.8223007617922,3.00913418900321,3.72480883794263,0.317737682430673,"npp","7y"
123,0.311309066381549,0.104901637646906,0.216014731832907,2.25855956184447,10.5438053058228,3.21224181365271,3.58229986733086,0.308924930710322,"npp","7y"
124,0.297296107980666,0.104866832615643,0.217188834255199,2.26149239283263,10.5988755525048,3.36364981967754,3.37954505219024,0.295664964447955,"npp","7y"
125,0.27140967362036,0.104831769262634,0.270384458286537,2.28475237593808,13.6855705804864,3.68446705182208,3.01591125923554,0.269433404996011,"npp","7y"
126,0.285945876393877,0.102815963942005,0.306363623854035,2.35320694885564,28.3762816330163,3.49716531188073,3.19929492578074,0.283087258127618,"npp","7y"
127,0.283668698064518,0.102777827086724,0.317293724539979,2.36113710333092,31.5499752201284,3.52523914983584,3.20736546887514,0.283667556518234,"npp","7y"
128,0.284898898810316,0.102789703408524,0.321283851665062,2.3618093804297,32.9764225467767,3.5100170768501,3.2235752112719,0.284828075071783,"npp","7y"
129,0.26394779715721,0.0999830644105855,0.298502210497538,2.31228258602999,-48.155133029609,3.78862794374597,2.87485069106801,0.258273891763081,"npp","7y"
130,0.235970302983938,0.102108396902069,0.351009112063903,2.35993034501009,-121.355714518929,4.23782140106023,2.45151324067772,0.220684921990408,"npp","7y"
131,0.250493948582532,0.102937771975686,0.293885623246376,2.27947500759366,59.7845430729914,3.99211240694114,2.72283857802826,0.245534906149194,"npp","7y"
132,0.240724217517458,0.102192071453513,0.272261453850733,2.31591480590613,32.3717339693025,4.15413127234479,2.66772143783046,0.240717433656282,"npp","7y"
133,0.230987398692318,0.101986789083953,0.246426314361944,2.32303753340481,24.5057813155406,4.32924049390256,2.55954681493081,0.230930373230154,"npp","7y"
134,0.24366291647898,0.103076046128007,0.222213882158812,2.28926195072323,11.6114806302531,4.10403033194536,2.5756012209965,0.232411757569008,"npp","7y"
135,0.283246751145119,0.105828582034484,0.226923889155081,2.21894780086332,9.14548168277761,3.53049062683744,3.00814793159988,0.268834726576079,"npp","7y"
136,0.242033023595429,0.106817396669423,0.236567150429892,2.17565892340902,10.4619125518708,4.13166759289655,2.62987392106937,0.237344426638605,"npp","7y"
137,0.235073289266795,0.106275757612495,0.296488150073118,2.23010799564528,15.486446223239,4.25399245962419,2.57395477784589,0.232260310027105,"npp","7y"
138,0.271187198120127,0.107742944993752,0.29622816689317,2.3014783223969,55.4693610009472,3.68748970059063,2.86849237673297,0.257756387140098,"npp","7y"
139,0.241064812761814,0.108037811708963,0.251571219126109,2.26237909904774,29.3369667968994,4.1482619903887,2.65140333590938,0.239269753436898,"npp","7y"
140,0.246190613098531,0.108265823199452,0.242331476262087,2.24245623897695,26.4938205738677,4.06189329241314,2.71075265296066,0.244487955493223,"npp","7y"
141,0.240638462304073,0.108323700111376,0.262150409872996,2.24476234325008,32.3962516297668,4.15561166085076,2.6630176880156,0.240301153235222,"npp","7y"
142,0.247556421787647,0.112121250739708,0.194842453073672,2.30234320125952,-158.935030229536,4.03948317227577,2.56005796040421,0.23097769746462,"npp","7y"
143,0.257265761612009,0.112045559753912,0.237782289482882,2.32138316169953,-45.7295348337658,3.88703103644291,2.8517214110286,0.256385166663849,"npp","7y"
144,0.24821285033474,0.11103336590789,0.211557245124258,2.36807631443294,-219.244102857771,4.02880027626047,2.75380952066261,0.248194162996544,"npp","7y"
145,0.241405908621454,0.111710729615054,0.153417574820171,2.31418897926211,42.4644383158118,4.14240067987768,2.62179140170129,0.236617072983199,"npp","7y"
146,0.260251552388618,0.111672585181914,0.0960376583117335,2.30344421036675,20.3551022339914,3.84243625377789,2.8652034436226,0.25748819233873,"npp","7y"
147,0.261061481083204,0.11170849478662,0.0942768385313501,2.30048544337782,20.0762637217036,3.83051530946186,2.89834451927985,0.26017492210149,"npp","7y"
148,0.262269459864492,0.111947889008855,0.140583381657764,2.29284850050103,31.6850447752177,3.81287245764976,2.89888859488126,0.260218740391175,"npp","7y"
149,0.260247407639376,0.111341827876549,0.113326046002872,2.32845191351879,22.4424761607172,3.84249744914154,2.89923941183693,0.260246989261333,"npp","7y"
150,0.263811178055651,0.112112239767566,0.131744780669,2.28453019732695,30.5744350540285,3.79058994910765,2.89737962206522,0.260097189207751,"npp","7y"
151,0.248745246839269,0.110710357302804,0.158676660291686,2.36882832945407,66.8168456023702,4.0201773207999,2.75997375645047,0.248719436716233,"npp","7y"
152,0.247130393673612,0.110204615944758,0.206734548089516,2.41782666362054,-266.109470123216,4.04644683778035,2.73489305933244,0.246573954596767,"npp","7y"
153,0.239158235784264,0.110265981110775,0.202223905662998,2.41143293675389,-458.435401470157,4.181332065445,2.64371790145234,0.238584474855204,"npp","7y"
154,0.236314680443362,0.109507147270156,0.205579457824217,2.45441319113657,-111.209337579772,4.23164569430832,2.59475612006629,0.234165820571063,"npp","7y"
155,0.215855910515777,0.11266705862872,0.173982063138002,2.47774550427636,-20.592877572537,4.63272002888662,2.27418965975321,0.20273310257402,"npp","7y"
156,0.231777635445874,0.113877005719875,0.174722539713819,2.42177682507396,-16.6483517236054,4.31448011830946,2.50910125127924,0.226207393576841,"npp","7y"
157,0.207685255710512,0.11180279379662,0.168561361789877,2.49293676218203,-27.439478005737,4.81497830252274,2.32144154186402,0.207663979554734,"npp","7y"
158,0.216481494581143,0.110943834268149,0.130035879080449,2.53964129305892,-59.7927127009118,4.61933248352169,2.40597419658718,0.216215014228208,"npp","7y"
159,0.226467356117253,0.111465010455763,0.112878805822657,2.49624836688086,-115.589222825927,4.41564743433597,2.48660395461824,0.224066907668241,"npp","7y"
160,0.235919737708742,0.109834784295693,0.0882228963023843,2.5743557419984,65.276842641382,4.23872970405962,2.61257367826128,0.235784497928485,"npp","7y"
161,0.225624563815551,0.112997648025207,0.0617116388289106,2.51521306175549,-66.1096598687017,4.43214153232669,2.37698348905356,0.213320339602358,"npp","7y"
162,0.252259343023552,0.111499733403835,0.0330192401197026,2.4749757864766,-14.4104031101291,3.96417428196758,2.69415330597712,0.243041467718309,"npp","7y"
163,0.265526817864645,0.112512211407639,0.082129166591521,2.4354081042198,-10.1062341303141,3.76609793331595,2.88124948010671,0.258793389119983,"npp","7y"
164,0.232225813346935,0.112838791237222,0.0824533688651233,2.41949538294861,-10.4218173687681,4.30615350458928,2.52501766374831,0.227708899240046,"npp","7y"
165,0.23215415446178,0.112881049352073,0.0809087366586861,2.41609360068622,-10.5004856960441,4.30748268243734,2.56090782805944,0.231056358879637,"npp","7y"
166,0.234539340004562,0.112936744992909,0.0801794436299315,2.41244576880443,-10.5723941615292,4.26367704445894,2.5725950206519,0.232135151746159,"npp","7y"
167,0.237505742469111,0.112768863277011,0.108964177057864,2.42983298383142,-9.54863342732986,4.21042451270439,2.63027170539064,0.237380159123569,"npp","7y"
168,0.221439948420914,0.112099147830079,0.0653999484437731,2.46827030950196,-11.6817447987463,4.51589700562608,2.45481378977834,0.221005305405074,"npp","7y"
169,0.209807227489223,0.111128688087037,0.0651398468534546,2.51801661296316,-12.9541869646766,4.76628003699905,2.32991130485886,0.20853612930178,"npp","7y"
170,0.174210028870507,0.115152073339584,0.108933063200089,2.55522821747878,-31.9272900319838,5.74019765959235,1.91612737685359,0.16128185438216,"npp","7y"
171,0.2431911299355,0.117500350010696,0.107160126546451,2.54935124959048,64.7717152488025,4.11199207909114,2.54021056679282,0.229132360141425,"npp","7y"
172,0.259449318769637,0.117907522179162,0.0975923649165309,2.51873214780554,48.7053677911334,3.85431730845242,2.85636729287972,0.256765929621147,"npp","7y"
173,0.239289117865815,0.117912567304957,0.097690039584594,2.51840077202814,48.8608388114647,4.1790450352229,2.63440423439518,0.237751022354817,"npp","7y"
174,0.257706232761282,0.119455034622468,0.0656410605199192,2.5009533114296,89.4103274737992,3.88038732818045,2.7344970127294,0.246539898636008,"npp","7y"
175,0.253588758932143,0.119530927545077,0.0743097318451383,2.49560362667363,123.082662363702,3.94339246034003,2.81357022908208,0.253231732712148,"npp","7y"
176,0.255272498216007,0.119252663809594,0.0420723039660577,2.51425787288319,49.8287463650041,3.91738243245388,2.8362251747828,0.255110068530919,"npp","7y"
177,0.246177716037281,0.12014416765628,0.0787262136855123,2.4607655780337,470.994581770582,4.06210609187942,2.68754736749416,0.242463038213697,"npp","7y"
178,0.281925935902426,0.116882684625287,0.0628982362575793,2.53795439118853,-38.0789453121475,3.54703087815978,3.18317011817288,0.281922817895184,"npp","7y"
179,0.275940292374704,0.116240483226851,0.0246692534586934,2.58203198406141,-100.863477738769,3.62397238690348,3.09906356041087,0.275738236113542,"npp","7y"
180,0.279920035592939,0.115816399121854,0.00593737951673187,2.61578179140364,500.208782076259,3.57244881696931,3.15510542945855,0.27988003176375,"npp","7y"
181,0.281785573857192,0.115854721010622,0.0102883624382354,2.61243776683314,284.649746681961,3.54879771278425,3.17717609484738,0.281488249392247,"npp","7y"
182,0.289339695303181,0.117922243872967,0.0380399169339342,2.5432227444788,27.7366197109198,3.45614520313973,3.13010216904899,0.278042580635471,"npp","7y"
183,0.309525291599393,0.119457145847465,0.0612221186985568,2.46319642677617,18.1408946245684,3.2307537611313,3.47072205288231,0.30173794466838,"npp","7y"
184,0.30744525462049,0.11789586785046,0.102738129384642,2.54819245436662,12.1588947047092,3.2526115949794,3.54826416718256,0.306760239568647,"npp","7y"
185,0.298440824890033,0.119144268940713,0.0957952492592252,2.47949785559249,14.2804259323933,3.35074800965475,3.3126488683516,0.2910885173504,"npp","7y"
186,0.303657410075081,0.119258542702786,0.0881199434272868,2.46945933127767,14.8865826307107,3.29318490779706,3.48712151520409,0.302810806915543,"npp","7y"
187,0.301276317094629,0.118311737580969,0.0444817669277697,2.5209677919613,21.8945813638152,3.3192121094799,3.45388086190748,0.300630103771405,"npp","7y"
188,0.295896740832737,0.118818412105245,0.00818860876871211,2.48747268455913,43.8818351069704,3.37955733201291,3.32517821108496,0.291953672712986,"npp","7y"
189,0.252701275662155,0.118329011466805,0.00383204914308927,2.50506062725076,51.4399502918012,3.95724159832471,2.75594371943002,0.248376174010844,"npp","7y"
190,0.255779263553307,0.116814690533722,0.0425005326278555,2.54753572816795,-55.2614847290058,3.90962107759604,2.80489482135624,0.252507937424021,"npp","7y"
191,0.272541889222174,0.117411590240179,0.0497184382979715,2.51020367104988,-40.6590392509202,3.66916074022224,3.00568367486316,0.268644326317073,"npp","7y"
192,0.255616993408028,0.118631244512489,0.049372001210539,2.4519307953326,-70.8125386802051,3.91210297354429,2.76190898214879,0.248884071644382,"npp","7y"
193,0.252279888042522,0.118503129746856,0.0111730332042114,2.45987485229185,-2840.49045105387,3.96385144990808,2.7955237058362,0.25172326403661,"npp","7y"
194,0.252042768263888,0.118154033264333,0.00276768782755657,2.48572878881442,173.23701716225,3.96758060899015,2.79604532099423,0.251767018237534,"npp","7y"
195,0.249000766097595,0.118552348354936,0.0277923708655861,2.4561537573319,64.2084569288762,4.0160519008526,2.7439906590535,0.247354735173672,"npp","7y"
196,0.246025401915918,0.118543613530091,0.0333657136493988,2.45710377045764,57.3964444588259,4.06462093837677,2.72849988649526,0.246023529722608,"npp","7y"
197,0.278205791400538,0.117791980827749,0.0426719173175713,2.50373024832115,39.102436041733,3.59446147747615,3.11741578199385,0.277103880640302,"npp","7y"
