"year","precipitation_1y","npp","photo","ar","lai","f5","evapm","cleaf","cwood","croot","csap","cheart","csto","ctotal","wue","ls","frequency"
2005,224.974078227751,0.374243181447395,0.915068401042103,0.543146917348269,5.56809860499439,0.294089514971329,0.203067586857722,0.18119599413576,20.8520534561804,0.234654798104458,2.32630243688696,18.5257510192934,2.07581607338007,23.3437203218007,0.0334058976377728,2.09041095890411,"1y"
2006,163.27463161866,0.274760085903318,0.701572376855146,0.430502547120687,4.50560110264389,0.228832540592672,0.181839936998718,0.144901627220987,20.2644260596131,0.18781814149318,1.88323507186682,18.3811909877463,1.36766959839389,21.9648154267211,0.0274239557049888,1.68493150684932,"1y"
2007,222.610525014534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2008,146.193089399894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2009,168.052391552192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2010,104.813400868607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2011,215.682335719976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2012,161.987854393046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2013,233.260944642279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2014,106.864273742194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2015,184.490920701137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
2016,147.2890470743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1y"
