"timeindex","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1","var","frequency"
68,0.544856190837077,0.00166145028178651,0.355310397380182,2.22217883761487,-35.5059791116255,1.83534667829262,10.7991620662845,0.534352780729321,"wue","7y"
69,0.544241783747679,0.00166562904334919,0.378534889102143,2.21583082902285,-26.5434241465009,1.83741864344547,11.2411303570586,0.541522008659732,"wue","7y"
70,0.548523636592197,0.00168044115965731,0.401776016174813,2.1873302184774,-18.2123550422582,1.82307549445395,11.080742841549,0.538962205210697,"wue","7y"
71,0.541246890416918,0.00166401627423133,0.461185722116735,2.27607095536343,-11.0118065959622,1.84758567246402,10.8130169778594,0.534583120762764,"wue","7y"
72,0.520604009697221,0.0016514854538365,0.464604493368246,2.31537351582157,-10.2048031577818,1.92084575103751,9.64601064924518,0.513761965834451,"wue","7y"
73,0.537395932564142,0.00166172858959952,0.456303357830742,2.27301744529747,-10.9571290701117,1.86082539781903,10.3095228510444,0.525964607557479,"wue","7y"
74,0.544869421821491,0.00168074011901574,0.407952836121565,2.17223410328875,-14.3697461204067,1.83530211083788,10.6943723719417,0.532598466067219,"wue","7y"
75,0.527570960465931,0.00166067498627505,0.378782393710698,2.17947427939863,-23.6620561069705,1.89547961304928,10.2806220209541,0.525453865411001,"wue","7y"
76,0.5174354675697,0.00163495273610846,0.390726416221601,2.21858715497415,-39.9070045521758,1.93260814666767,9.80863052900217,0.51684817752165,"wue","7y"
77,0.507974368929906,0.00163603771129671,0.331931378420045,2.16963350132215,148.548804731598,1.96860326261459,8.91554719872067,0.499049517147169,"wue","7y"
78,0.501295435702552,0.00163038418955313,0.290639807418383,2.17222212625946,41.1715882478606,1.99483164772591,8.96749049861768,0.5001447161701,"wue","7y"
79,0.508115604074606,0.00162332778708999,0.268535302287837,2.19286234920485,28.4529620148362,1.96805607224212,9.35655468103493,0.508104042307655,"wue","7y"
80,0.506616325761592,0.00163283601773502,0.307185086321499,2.17568336539575,61.9843945477019,1.9738803294519,8.96140078067394,0.500016727037689,"wue","7y"
81,0.538412364288014,0.00166886287770312,0.301895119234436,2.1832658932677,-54.8549772107073,1.85731247335373,9.636251780056,0.513574689900096,"wue","7y"
82,0.604700503879815,0.0016921768511646,0.251242329644933,2.21150558098901,-37.402251084488,1.65371120676088,13.5884131062063,0.574383945436268,"wue","7y"
83,0.603443241018828,0.0016759428272678,0.304689183319439,2.27616082917548,-15.728989594231,1.65715668355427,15.3953403449072,0.595085238709428,"wue","7y"
84,0.567167883963623,0.00172765722457729,0.357554226867778,2.29574570693343,-24.0553953378296,1.76314637742101,10.4934111667718,0.529172638654692,"wue","7y"
85,0.576168556904895,0.00175528460565299,0.326616572834861,2.19413548688584,-48.2075198315543,1.73560321544076,12.373959192204,0.558373677306214,"wue","7y"
86,0.587396491803042,0.00177947926691177,0.278512415213489,2.10281167519447,203.121770714829,1.70242760035977,13.3062809794355,0.570832231942125,"wue","7y"
87,0.591452636050926,0.0017945943903155,0.226489317960981,2.0348763238468,36.2020977283222,1.69075246105404,14.073591237295,0.580275959575353,"wue","7y"
88,0.586726551802467,0.00179433588276434,0.175000828123954,2.01928408739804,20.8335332224987,1.70437147752718,14.2822620019451,0.582730413981024,"wue","7y"
89,0.585425963308794,0.00178402599261606,0.14059514623883,2.04617940811837,15.5661097723359,1.70815792717504,14.4920312671833,0.585151750221525,"wue","7y"
90,0.590356105595988,0.00178657258719196,0.0961063046540319,2.02857840821296,12.4164696906111,1.69389287333695,14.6377487127657,0.586807356310564,"wue","7y"
91,0.588698857407359,0.00178626351655392,0.0987009793767055,2.03029936502225,12.5507791827994,1.6986613570205,14.7849728411836,0.588458666647744,"wue","7y"
92,0.579922599676154,0.00187149365125259,0.0274486341816246,2.22825921421292,25.3811689166828,1.72436804593998,10.4866083594884,0.52905522493081,"wue","7y"
93,0.549589776290476,0.00186822837368737,0.0276871660619312,2.233924660172,214.790437740522,1.81953894184427,11.1055120940075,0.539360576253913,"wue","7y"
94,0.568493612829165,0.00182679441127497,0.0423769695273945,2.27619866816014,-32.6867724295757,1.75903471460902,12.9322604209875,0.565972297207644,"wue","7y"
95,0.561744475733755,0.00182564562449981,0.0539664729410905,2.282587307191,-28.9507334964403,1.78016881909483,12.6173278868405,0.561738700754499,"wue","7y"
96,0.564003797574494,0.00181005472682744,0.0739680033629726,2.34313256357878,-21.0529303536271,1.77303770701636,12.7457669898249,0.563481410016601,"wue","7y"
97,0.571843279010641,0.00183945603120824,0.0765774363323583,2.27493913515173,-32.1084617354149,1.74873087907953,11.9301856577713,0.552015127274176,"wue","7y"
98,0.581849326686143,0.00186476148348263,0.0460194435714383,2.19892543240129,-109.794781399756,1.71865799982168,12.9563684234957,0.56629094358792,"wue","7y"
99,0.574245260583552,0.0018627152427235,0.00325272805473438,2.20504786174252,99.8519426540633,1.74141620077768,13.3444764152284,0.571318686373846,"wue","7y"
100,0.579700800125283,0.0018811873092083,0.0513524120062308,2.17346957210833,23.9113843157302,1.72502780707545,12.7432941349253,0.563448069322348,"wue","7y"
