timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,csap,5y,,,,,,,
2,NA,csap,5y,,,,,,,
3,NA,csap,5y,,,,,,,
4,NA,csap,5y,,,,,,,
5,NA,csap,5y,,,,,,,
6,NA,csap,5y,,,,,,,
7,NA,csap,5y,,,,,,,
8,NA,csap,5y,,,,,,,
9,NA,csap,5y,,,,,,,
10,NA,csap,5y,,,,,,,
11,NA,csap,5y,,,,,,,
12,NA,csap,5y,,,,,,,
13,NA,csap,5y,,,,,,,
14,NA,csap,5y,,,,,,,
15,NA,csap,5y,,,,,,,
16,NA,csap,5y,,,,,,,
17,NA,csap,5y,,,,,,,
18,NA,csap,5y,,,,,,,
19,NA,csap,5y,,,,,,,
20,NA,csap,5y,,,,,,,
21,NA,csap,5y,,,,,,,
22,NA,csap,5y,,,,,,,
23,NA,csap,5y,,,,,,,
24,NA,csap,5y,,,,,,,
25,NA,csap,5y,,,,,,,
26,NA,csap,5y,,,,,,,
27,NA,csap,5y,,,,,,,
28,NA,csap,5y,,,,,,,
29,NA,csap,5y,,,,,,,
30,NA,csap,5y,,,,,,,
31,NA,csap,5y,,,,,,,
32,NA,csap,5y,,,,,,,
33,NA,csap,5y,,,,,,,
34,NA,csap,5y,,,,,,,
35,NA,csap,5y,,,,,,,
36,NA,csap,5y,,,,,,,
37,NA,csap,5y,,,,,,,
38,NA,csap,5y,,,,,,,
39,NA,csap,5y,,,,,,,
40,NA,csap,5y,,,,,,,
41,NA,csap,5y,,,,,,,
42,NA,csap,5y,,,,,,,
43,NA,csap,5y,,,,,,,
44,NA,csap,5y,,,,,,,
45,NA,csap,5y,,,,,,,
46,NA,csap,5y,,,,,,,
47,NA,csap,5y,,,,,,,
48,NA,csap,5y,,,,,,,
49,NA,csap,5y,,,,,,,
50,NA,csap,5y,,,,,,,
51,NA,csap,5y,,,,,,,
52,NA,csap,5y,,,,,,,
53,NA,csap,5y,,,,,,,
54,NA,csap,5y,,,,,,,
55,NA,csap,5y,,,,,,,
56,NA,csap,5y,,,,,,,
57,NA,csap,5y,,,,,,,
58,NA,csap,5y,,,,,,,
59,NA,csap,5y,,,,,,,
60,NA,csap,5y,,,,,,,
61,NA,csap,5y,,,,,,,
62,NA,csap,5y,,,,,,,
63,NA,csap,5y,,,,,,,
64,NA,csap,5y,,,,,,,
65,NA,csap,5y,,,,,,,
66,NA,csap,5y,,,,,,,
67,NA,csap,5y,,,,,,,
68,-0.228866076889661,csap,5y,0.351267648886371,0.0054960684859706,2.24775412071238,69.1405450466078,-4.36936750780288,0.393936178707775,-0.228849353091435
69,-0.227413538544999,csap,5y,0.351821540326225,0.0223258429211651,2.23466073095612,48.7419886233407,-4.39727558173555,0.397524579134866,-0.226699536078169
70,-0.223894204171021,csap,5y,0.347989866287096,0.0175507840922462,2.27925587245242,32.259188259297,-4.46639520528254,0.405193602788291,-0.222162107117774
71,-0.218222119233746,csap,5y,0.348541668801964,0.0201126385259803,2.26867927857644,30.2830202610213,-4.58248688772408,0.415778765278228,-0.216023136652478
72,-0.195431584566062,csap,5y,0.343294412679469,0.0429224381330685,2.34880858193009,18.1177130740339,-5.1168801717512,0.453117166031411,-0.195429684044639
73,-0.196555838400115,csap,5y,0.342796404818807,0.0110278278534344,2.35149082119547,51.0365070148782,-5.08761280326036,0.458398306890498,-0.192641122794874
74,-0.203906099301966,csap,5y,0.344764506401819,0.0270065841785893,2.30859129308729,27.9789989675121,-4.90421818387636,0.441814704475006,-0.201497458815103
75,-0.234075180208122,csap,5y,0.342768166955894,0.022230162615851,2.32418944218809,-874.100708731899,-4.27213171046531,0.39212071721589,-0.229943613148014
76,-0.228235868015018,csap,5y,0.342132527961287,0.0503836650068822,2.34184950216284,-89.8284108858382,-4.3814322818629,0.395086791012619,-0.228158136534747
77,-0.230798338805017,csap,5y,0.344548607362093,0.0198075026143401,2.28812700823456,300.928685494836,-4.3327868180404,0.395984243299009,-0.227620239334156
78,-0.209831296071175,csap,5y,0.340234003360495,0.0581527797705605,2.2708130558902,88.6138012001439,-4.76573332350194,0.436580662261919,-0.204354814674902
79,-0.189950594522684,csap,5y,0.332396897219152,0.058905195877057,2.34438279032384,-66.1824694225634,-5.26452682347662,0.463547152516334,-0.189950218751247
80,-0.208205261892015,csap,5y,0.337793287871973,0.0297968764317273,2.31500765206865,-36.7912707690969,-4.80295258108629,0.445642210649353,-0.19942715292341
81,-0.197670549899143,csap,5y,0.338083880048658,0.0200080531054185,2.31215155382089,91.7451700173877,-5.05892253808282,0.458274033603953,-0.192706407853649
82,-0.169476570399628,csap,5y,0.335208635750265,0.0577761458378913,2.259513563191,151.131850699146,-5.90052063032658,0.521620720769534,-0.161346995393319
83,-0.157365223283082,csap,5y,0.33525770118819,0.063640182045729,2.25867700790934,116.571722337188,-6.35464417828275,0.530311607069483,-0.157319702811232
84,-0.144058054604795,csap,5y,0.321697704748514,0.0666071840483488,2.09601266558103,27.4581474960066,-6.94164587147435,0.561792475315771,-0.143224356378337
85,-0.149200401960104,csap,5y,0.320516017609275,0.080261000302431,2.12350399908866,33.2087201816677,-6.70239481169359,0.548849651014633,-0.148928735598411
