timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
157,0.711681732560193,ctotal,5y,1.89915574486522,0.692315842557515,3.24137592149116,-11.7758036078071,1.4051224785588,34.0999851030661,0.709867246637818
158,0.707726739303038,ctotal,5y,1.87254914801803,0.695287442870955,3.31063745179782,-15.5773061275314,1.41297473228833,33.5055309223238,0.707637783491477
159,0.694511453247578,ctotal,5y,1.85562744806466,0.674981194233294,3.35154689769311,-22.4315877656768,1.43986106395213,30.1470278885537,0.693963361689728
160,0.707907231383628,ctotal,5y,1.8201685283796,0.705501822286793,3.44644132940395,-46.6850180886825,1.41261447216109,33.576624989411,0.707907202036003
161,0.717327264018379,ctotal,5y,1.8189121717024,0.703951825112637,3.45142281147463,-49.779409761153,1.39406383970145,35.5394587863044,0.715056160374418
162,0.712964326894498,ctotal,5y,1.8119092183936,0.749687071922688,3.54312984673906,-28.769783963086,1.40259471936802,34.7965464035628,0.712414174716122
163,0.724543968851564,ctotal,5y,1.82688614600098,0.781936840397293,3.57185031622202,-14.853081493929,1.38017848880179,32.8120313251793,0.704968818439253
164,0.697674438927533,ctotal,5y,1.82871508524076,0.76542765131464,3.54248515381968,-16.0461090968902,1.4333332915811,30.6851514458701,0.696288085641726
165,0.699828836130495,ctotal,5y,1.83498144095811,0.715815697954187,3.45085372778227,-21.817982496047,1.42892082802592,30.1390943185952,0.693928674160848
166,0.700782003144299,ctotal,5y,1.83757517483736,0.676211858193834,3.39578736814454,-30.6674991032006,1.42697728468077,31.0083302609211,0.697658204447332
167,0.695490923820527,ctotal,5y,1.83853917226469,0.682658586656778,3.39587726701752,-28.4188035344042,1.43783328545356,30.3029546338147,0.694642646366523
168,0.695139770243464,ctotal,5y,1.83859532642113,0.681049681587833,3.39405198801193,-28.8405619754285,1.43855961463658,30.4039529839197,0.695080151702797
169,0.678438818666916,ctotal,5y,1.91232545165987,0.735235870608846,3.39243249327672,41.7375936475258,1.47397226173604,17.062301991616,0.611576311673871
170,0.756879856757046,ctotal,5y,2.06059791567511,1.0609397693832,4.31665022558949,10.3237417273343,1.3212136524344,18.6040759156415,0.625066024620535
171,0.775311141047081,ctotal,5y,2.1695768642684,1.08055520456621,4.14893395754707,6.77624589736984,1.28980475973745,29.0549825375172,0.689070697294416
172,0.723314142805881,ctotal,5y,2.17429697521583,1.02128876355154,4.02759586903398,5.93070486839849,1.38252515859955,35.8483655322243,0.716132952066482
173,0.702238613425194,ctotal,5y,2.20587234165827,0.979604890040831,3.92621406458446,6.62232496402173,1.42401739363557,27.3237282562233,0.680789399622666
174,0.698066026217449,ctotal,5y,2.21726152434111,1.01050521429485,3.93444038735105,7.65119798417421,1.432529248585,29.1237864770987,0.689386159564491
175,0.700628223029153,ctotal,5y,2.24196025191956,1.0234063545117,3.94131235963079,10.1418683556503,1.42729049034953,27.3135416839401,0.68073861909496
176,0.694683275242909,ctotal,5y,2.23609386785415,1.08812967317323,4.11134957459154,15.2548978477983,1.43950493071872,27.8769968693266,0.683510210073783
177,0.680007011819853,ctotal,5y,2.22334648240843,1.16223943259197,4.32540899341072,29.7765114418395,1.47057307148021,25.5654041403343,0.671631732626787
178,0.69581759082485,ctotal,5y,2.16905519722925,1.24011386360279,4.73397312623,128.372281987934,1.43715826272021,30.5702480365844,0.695796294160296
179,0.693738621285319,ctotal,5y,2.16831181665326,1.26846290689501,4.78725480983687,-672.498347664336,1.44146508399267,29.9183663405873,0.692958678532253
180,0.685425420526719,ctotal,5y,2.16318647458337,1.29288370262946,4.86241713044922,-132.16656659721,1.45894793226599,28.2050354168699,0.685089689389466
181,0.705990895189983,ctotal,5y,2.17864849747628,1.2788274611105,4.751850852507,-430.77776552247,1.41644886189488,27.5210867649211,0.681768296976393
182,0.719770899032227,ctotal,5y,2.22701181991971,1.19131974753021,4.34898178406738,40.2272419141234,1.38933096815189,29.0668230389962,0.689125056288681
183,0.711209456093542,ctotal,5y,2.23833291377943,1.12124554853809,4.167044018882,20.7382301514466,1.40605554584819,31.7244075026697,0.700627087337565
184,0.706861328706579,ctotal,5y,2.22756649548214,1.11392843906283,4.19425693705995,16.980940142989,1.41470463779623,33.2697498144178,0.706738747154945
185,0.707879000856994,ctotal,5y,2.26792340025604,1.07115203749018,4.09025457908516,29.317574972946,1.41267080784901,27.8205054885756,0.683235709695271
