timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,photo,7y,,,,,,,
2,NA,photo,7y,,,,,,,
3,NA,photo,7y,,,,,,,
4,NA,photo,7y,,,,,,,
5,NA,photo,7y,,,,,,,
6,NA,photo,7y,,,,,,,
7,NA,photo,7y,,,,,,,
8,NA,photo,7y,,,,,,,
9,NA,photo,7y,,,,,,,
10,NA,photo,7y,,,,,,,
11,NA,photo,7y,,,,,,,
12,NA,photo,7y,,,,,,,
13,NA,photo,7y,,,,,,,
14,NA,photo,7y,,,,,,,
15,NA,photo,7y,,,,,,,
16,NA,photo,7y,,,,,,,
17,NA,photo,7y,,,,,,,
18,NA,photo,7y,,,,,,,
19,NA,photo,7y,,,,,,,
20,NA,photo,7y,,,,,,,
21,NA,photo,7y,,,,,,,
22,NA,photo,7y,,,,,,,
23,NA,photo,7y,,,,,,,
24,NA,photo,7y,,,,,,,
25,NA,photo,7y,,,,,,,
26,NA,photo,7y,,,,,,,
27,NA,photo,7y,,,,,,,
28,NA,photo,7y,,,,,,,
29,NA,photo,7y,,,,,,,
30,NA,photo,7y,,,,,,,
31,NA,photo,7y,,,,,,,
32,NA,photo,7y,,,,,,,
33,NA,photo,7y,,,,,,,
34,NA,photo,7y,,,,,,,
35,NA,photo,7y,,,,,,,
36,NA,photo,7y,,,,,,,
37,NA,photo,7y,,,,,,,
38,NA,photo,7y,,,,,,,
39,NA,photo,7y,,,,,,,
40,NA,photo,7y,,,,,,,
41,NA,photo,7y,,,,,,,
42,NA,photo,7y,,,,,,,
43,NA,photo,7y,,,,,,,
44,NA,photo,7y,,,,,,,
45,NA,photo,7y,,,,,,,
46,NA,photo,7y,,,,,,,
47,NA,photo,7y,,,,,,,
48,NA,photo,7y,,,,,,,
49,NA,photo,7y,,,,,,,
50,NA,photo,7y,,,,,,,
51,NA,photo,7y,,,,,,,
52,NA,photo,7y,,,,,,,
53,NA,photo,7y,,,,,,,
54,NA,photo,7y,,,,,,,
55,NA,photo,7y,,,,,,,
56,NA,photo,7y,,,,,,,
57,NA,photo,7y,,,,,,,
58,NA,photo,7y,,,,,,,
59,NA,photo,7y,,,,,,,
60,NA,photo,7y,,,,,,,
61,NA,photo,7y,,,,,,,
62,NA,photo,7y,,,,,,,
63,NA,photo,7y,,,,,,,
64,NA,photo,7y,,,,,,,
65,NA,photo,7y,,,,,,,
66,NA,photo,7y,,,,,,,
67,NA,photo,7y,,,,,,,
68,0.104449238593351,photo,7y,0.103856946380207,0.0659097095639338,2.2331811664781,-29.2549098789832,9.57402862354288,1.52050064997807,0.104449134937338
69,0.114608852470351,photo,7y,0.105973766692319,0.0846508671133404,2.18517210345506,-61.4491452718353,8.72532948760392,1.55260653485711,0.10961751607891
70,0.161729759421121,photo,7y,0.105757297890077,0.027414407060986,2.185927578924,63.4430276052013,6.18315394507044,1.90031021940849,0.15926071245154
71,0.184585473191886,photo,7y,0.104461989809048,0.0428042267910933,2.25338405803076,6437.32910712374,5.41754441835435,2.10768260487235,0.184415260118972
72,0.179046917457999,photo,7y,0.104081755080941,0.0087772874843231,2.27641551858155,45.5492963996498,5.58512826803946,2.054205544465,0.178194399019219
73,0.158420263271732,photo,7y,0.103834447668039,0.0169136852805625,2.29497396805522,38.3547483889576,6.3123238110313,1.89019816593872,0.157959044930425
74,0.157907307639264,photo,7y,0.102177266760101,0.0512921128699227,2.34095361475715,16.062228412674,6.33282914483272,1.87962618371635,0.156590122046474
75,0.156076404577487,photo,7y,0.102175488617516,0.0527918118979197,2.34122048562081,15.9350079898738,6.40711837709928,1.8756695066519,0.156075653314226
76,0.165456225934346,photo,7y,0.103226154811598,0.0422316043028272,2.2798999001515,20.0019161594375,6.04389465765286,1.91961328129784,0.161724867035927
77,0.198944963457606,photo,7y,0.10175115864743,0.0096827489546106,2.34792124560309,40.3248526022688,5.0265157891926,2.2358939329583,0.198653390515525
78,0.244909032890205,photo,7y,0.103265876286184,0.0478095854371316,2.35127985601149,67.2523994666453,4.08314870300561,2.57980155313609,0.232797635314907
79,0.202893178288714,photo,7y,0.100801788455293,0.0795900160781847,2.40341950658539,-151.519688703331,4.92870193288123,2.27144923195621,0.202443677711572
80,0.214528591510311,photo,7y,0.0999173839105544,0.0365274525134481,2.45721147784535,-33.9441606172415,4.66138332872024,2.38442401584734,0.214066974176966
81,0.217385106443167,photo,7y,0.0996526271899172,0.0584585541578664,2.4830616216384,-46.8723753513712,4.60013115140176,2.41773810792636,0.217378630192612
82,0.213760326352107,photo,7y,0.10059842096384,0.0756612649847131,2.42012119487433,-133.982158374311,4.67813657036057,2.34096501404828,0.209669107299942
83,0.251961521027015,photo,7y,0.101987130175555,0.0495827527717739,2.39122570348305,334.036896717883,3.96885999069986,2.68142229183152,0.241925289609799
84,0.231202341830542,photo,7y,0.101716942815755,0.0973407589714683,2.41774524634861,46.5985796735337,4.32521570535364,2.55403348849899,0.230419253431521
85,0.234047241957492,photo,7y,0.0983047344471221,0.0643742135219482,2.40802571427135,15.9515756435864,4.27264167539997,2.58402559221586,0.233184985068624
86,0.232480680610388,photo,7y,0.0986245539066858,0.113240209706369,2.3906253899776,12.1007505357339,4.30143269270571,2.55028020082622,0.230070596532994
87,0.248083695773211,photo,7y,0.0979048595720231,0.140302046109905,2.4532008905893,10.388932207443,4.03089770524123,2.75185921223844,0.248027696165973
88,0.256365816846173,photo,7y,0.0976305511036847,0.0832411580267302,2.45672268346378,14.7785512084192,3.90067604293762,2.81636501053984,0.253464368619226
89,0.284990642584584,photo,7y,0.101180797767329,0.137832289102954,2.44224819688195,28.1787007792221,3.50888713724418,2.96590362951784,0.265546040831826
90,0.275617539868423,photo,7y,0.0998577079538562,0.101050548671311,2.49266879041637,169.030849838778,3.62821611598954,3.07967998081219,0.274285829648305
91,0.27049033459359,photo,7y,0.0993665990748331,0.0729479644312248,2.53122534932838,-154.16619197123,3.69698977045703,3.02964261535675,0.270488050689218
92,0.258498414025115,photo,7y,0.100423075586361,0.0247928332889504,2.46437253589424,-29.4015267845321,3.86849568795746,2.79879519928305,0.251997532287799
93,0.1849687544373,photo,7y,0.101812111916831,0.0268040819556924,2.50884922110711,-38.443336223132,5.40631850520991,2.01613563004465,0.173657437503349
94,0.241353739576156,photo,7y,0.101674108413449,0.0239416253744643,2.51148635299807,-37.0497710912232,4.14329606724185,2.59754208854242,0.234419735131644
95,0.236256811823811,photo,7y,0.101129987348866,0.0002552340174146,2.55726454847074,-62.0917810573349,4.23268219138483,2.61730547424715,0.236212298343089
96,0.235668473522214,photo,7y,0.101853129705537,0.024473564809118,2.49993468317708,-326.803136796749,4.24324893802878,2.57485938812811,0.232343533676296
97,0.219021835850129,photo,7y,0.101380767701785,0.0450728703957222,2.54161648782189,160.985321272063,4.56575480759039,2.43332345258603,0.218910618948174
98,0.214882354563002,photo,7y,0.100901511628178,0.101917423752083,2.58146966871372,30.1352681137864,4.6537092449199,2.37559218647589,0.213180439814457
99,0.222390856606593,photo,7y,0.101314516097568,0.143705107447173,2.55471060905217,19.8759200544216,4.49658774312375,2.44663288571615,0.220210309494638
100,0.200624869116842,photo,7y,0.103302380203908,0.128333404498081,2.45017235056677,38.1687328814748,4.98442692773851,2.18477517294859,0.193086426696363
101,0.2194841047465,photo,7y,0.100742364622258,0.139423262299802,2.45064292413328,-75.5987362631364,4.55613859215445,2.42231385030159,0.217829542722613
102,0.224973984228594,photo,7y,0.101355800493593,0.102746232681478,2.39480745040471,-35.3785360494083,4.44495839565124,2.46774454915555,0.2222559029494
103,0.264573414339302,photo,7y,0.100146755719815,0.0623445797505735,2.44885871663745,-17.6104032988212,3.77966925549651,2.94007028463333,0.263508708946153
104,0.279444837599492,photo,7y,0.0989937517072322,0.110542820990101,2.52035784945631,-35.7355921467341,3.578523792353,3.12908059925437,0.277967152256647
105,0.257306093226315,photo,7y,0.0994881663009284,0.0555252770638709,2.47731554436577,-19.080980996636,3.88642176118404,2.81435344812986,0.253296953605833
106,0.251201423478857,photo,7y,0.0982502879187839,0.0204364626659654,2.55253231245694,-12.9717934765154,3.98086916129345,2.78570025915776,0.250897533667956
107,0.256441601561482,photo,7y,0.0981844200139398,0.0186589107936623,2.55818485735997,-12.7920282778956,3.89952329852476,2.8353064499279,0.255034225556702
108,0.241668910919289,photo,7y,0.0984314135253445,0.0141341506862897,2.53810588944921,-12.2987955007391,4.13789260768413,2.64888403834705,0.239045363016938
109,0.223107793629967,photo,7y,0.0980305143685688,0.0483088347126037,2.57661457023536,-14.6467451235673,4.48213835890708,2.47586005032978,0.22303708416893
110,0.25158078723089,photo,7y,0.0996569879406998,0.0284878711426899,2.62023353909365,-60.0274996774924,3.9748663282552,2.61989938037591,0.236446446332385
111,0.195659422615289,photo,7y,0.101821726936511,0.0142956025897613,2.57148397717081,-18.2850253725581,5.11092175696659,2.1208833142183,0.185924395059374
