timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,csto,5y,,,,,,,
2,NA,csto,5y,,,,,,,
3,NA,csto,5y,,,,,,,
4,NA,csto,5y,,,,,,,
5,NA,csto,5y,,,,,,,
6,NA,csto,5y,,,,,,,
7,NA,csto,5y,,,,,,,
8,NA,csto,5y,,,,,,,
9,NA,csto,5y,,,,,,,
10,NA,csto,5y,,,,,,,
11,NA,csto,5y,,,,,,,
12,NA,csto,5y,,,,,,,
13,NA,csto,5y,,,,,,,
14,NA,csto,5y,,,,,,,
15,NA,csto,5y,,,,,,,
16,NA,csto,5y,,,,,,,
17,NA,csto,5y,,,,,,,
18,NA,csto,5y,,,,,,,
19,NA,csto,5y,,,,,,,
20,NA,csto,5y,,,,,,,
21,NA,csto,5y,,,,,,,
22,NA,csto,5y,,,,,,,
23,NA,csto,5y,,,,,,,
24,NA,csto,5y,,,,,,,
25,NA,csto,5y,,,,,,,
26,NA,csto,5y,,,,,,,
27,NA,csto,5y,,,,,,,
28,NA,csto,5y,,,,,,,
29,NA,csto,5y,,,,,,,
30,NA,csto,5y,,,,,,,
31,NA,csto,5y,,,,,,,
32,NA,csto,5y,,,,,,,
33,NA,csto,5y,,,,,,,
34,NA,csto,5y,,,,,,,
35,NA,csto,5y,,,,,,,
36,NA,csto,5y,,,,,,,
37,NA,csto,5y,,,,,,,
38,NA,csto,5y,,,,,,,
39,NA,csto,5y,,,,,,,
40,NA,csto,5y,,,,,,,
41,NA,csto,5y,,,,,,,
42,NA,csto,5y,,,,,,,
43,NA,csto,5y,,,,,,,
44,NA,csto,5y,,,,,,,
45,NA,csto,5y,,,,,,,
46,NA,csto,5y,,,,,,,
47,NA,csto,5y,,,,,,,
48,NA,csto,5y,,,,,,,
49,NA,csto,5y,,,,,,,
50,NA,csto,5y,,,,,,,
51,NA,csto,5y,,,,,,,
52,NA,csto,5y,,,,,,,
53,NA,csto,5y,,,,,,,
54,NA,csto,5y,,,,,,,
55,NA,csto,5y,,,,,,,
56,NA,csto,5y,,,,,,,
57,NA,csto,5y,,,,,,,
58,NA,csto,5y,,,,,,,
59,NA,csto,5y,,,,,,,
60,NA,csto,5y,,,,,,,
61,NA,csto,5y,,,,,,,
62,NA,csto,5y,,,,,,,
63,NA,csto,5y,,,,,,,
64,NA,csto,5y,,,,,,,
65,NA,csto,5y,,,,,,,
66,NA,csto,5y,,,,,,,
67,NA,csto,5y,,,,,,,
68,0.333789148934275,csto,5y,2.17274061467288,0.242191111100598,1.87357775175518,-24.6461802902522,2.99590326166327,3.99888887081232,0.333638298103359
69,0.3283622134922,csto,5y,2.17156272010615,0.24702288211573,1.87902984946849,-23.6733393265932,3.04541740465444,3.89919936237294,0.328005505471275
70,0.34149557812189,csto,5y,2.19098657934912,0.249969645158894,1.85732484185848,-29.037195856467,2.92829560341502,3.95582223369222,0.331225164358028
71,0.335656201249817,csto,5y,2.19000744066998,0.239446817495209,1.85697858911504,-32.478177195571,2.97923886487572,4.03532110406866,0.335656170103094
72,0.35947125098057,csto,5y,2.17132702893007,0.264226531896249,1.91230514908585,-22.8875796199529,2.78186363241063,4.48908856516548,0.359135040969942
73,0.352679410303511,csto,5y,2.16082081048299,0.212204724678518,1.90717291787966,-57.8439402161687,2.83543629365665,4.30609664567463,0.350016751117511
74,0.331573606125262,csto,5y,2.14716299961287,0.19623234779894,1.93491274612579,-151.029431627321,3.0159215978796,3.95766121498241,0.331328831157677
75,0.316622752829765,csto,5y,2.1316913933591,0.154872354659512,1.91246277861743,31.4154160068781,3.15833271949871,3.61319800146559,0.310869638505339
76,0.311378441221018,csto,5y,2.11827488030396,0.139875832895959,1.94243687231732,23.6818239292591,3.21152612903664,3.61580569358815,0.311032886517863
77,0.315276547600773,csto,5y,2.14493392789699,0.161277373251519,1.9009690969256,45.3361785253903,3.17181854346576,3.56135652678223,0.307595741776916
78,0.327403418918022,csto,5y,2.12507936298784,0.202168509766055,1.96218128160585,317.378645216529,3.05433585056847,3.88663871398492,0.32728391988949
79,0.342775194505169,csto,5y,2.11950089983957,0.187794452871636,1.9755892760638,104.218573584808,2.91736396340932,4.16358351103355,0.342594672307871
80,0.324993695239478,csto,5y,2.11303447884237,0.183951478196436,1.97921684865153,135.714788148238,3.07698276812148,3.71687451332599,0.317257338914504
81,0.336134144756878,csto,5y,2.09605004329113,0.23713044726196,2.03902119025341,-60.0871140202534,2.97500273506367,4.02361495610193,0.335010124751197
82,0.345252962621073,csto,5y,2.08318862449742,0.245119621004754,2.05359559144577,-89.7272512331079,2.89642699198945,4.13482733830007,0.341060989791822
83,0.338817072421588,csto,5y,2.08807679369856,0.209402775216847,2.02508653124451,740.831149413487,2.95144513484169,4.05946077710578,0.336981530687228
84,0.384641226726596,csto,5y,2.06801286032359,0.19687924935288,2.03583567885312,-174.516047160334,2.59982531906493,4.88586481166657,0.377483157039431
85,0.375607645788916,csto,5y,2.05723577041026,0.147555759812294,2.04792544255773,56.7092654315936,2.66235262037765,4.80374771906743,0.373833960458823
86,0.375689983485399,csto,5y,2.05154059119345,0.0909372327146744,2.04266718915498,20.3780694431593,2.66176912869135,4.72962450070923,0.370475962332807
