timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,cwood,7y,,,,,,,
2,NA,cwood,7y,,,,,,,
3,NA,cwood,7y,,,,,,,
4,NA,cwood,7y,,,,,,,
5,NA,cwood,7y,,,,,,,
6,NA,cwood,7y,,,,,,,
7,NA,cwood,7y,,,,,,,
8,NA,cwood,7y,,,,,,,
9,NA,cwood,7y,,,,,,,
10,NA,cwood,7y,,,,,,,
11,NA,cwood,7y,,,,,,,
12,NA,cwood,7y,,,,,,,
13,NA,cwood,7y,,,,,,,
14,NA,cwood,7y,,,,,,,
15,NA,cwood,7y,,,,,,,
16,NA,cwood,7y,,,,,,,
17,NA,cwood,7y,,,,,,,
18,NA,cwood,7y,,,,,,,
19,NA,cwood,7y,,,,,,,
20,NA,cwood,7y,,,,,,,
21,NA,cwood,7y,,,,,,,
22,NA,cwood,7y,,,,,,,
23,NA,cwood,7y,,,,,,,
24,NA,cwood,7y,,,,,,,
25,NA,cwood,7y,,,,,,,
26,NA,cwood,7y,,,,,,,
27,NA,cwood,7y,,,,,,,
28,NA,cwood,7y,,,,,,,
29,NA,cwood,7y,,,,,,,
30,NA,cwood,7y,,,,,,,
31,NA,cwood,7y,,,,,,,
32,NA,cwood,7y,,,,,,,
33,NA,cwood,7y,,,,,,,
34,NA,cwood,7y,,,,,,,
35,NA,cwood,7y,,,,,,,
36,NA,cwood,7y,,,,,,,
37,NA,cwood,7y,,,,,,,
38,NA,cwood,7y,,,,,,,
39,NA,cwood,7y,,,,,,,
40,NA,cwood,7y,,,,,,,
41,NA,cwood,7y,,,,,,,
42,NA,cwood,7y,,,,,,,
43,NA,cwood,7y,,,,,,,
44,NA,cwood,7y,,,,,,,
45,NA,cwood,7y,,,,,,,
46,NA,cwood,7y,,,,,,,
47,NA,cwood,7y,,,,,,,
48,NA,cwood,7y,,,,,,,
49,NA,cwood,7y,,,,,,,
50,NA,cwood,7y,,,,,,,
51,NA,cwood,7y,,,,,,,
52,NA,cwood,7y,,,,,,,
53,NA,cwood,7y,,,,,,,
54,NA,cwood,7y,,,,,,,
55,NA,cwood,7y,,,,,,,
56,NA,cwood,7y,,,,,,,
57,NA,cwood,7y,,,,,,,
58,NA,cwood,7y,,,,,,,
59,NA,cwood,7y,,,,,,,
60,NA,cwood,7y,,,,,,,
61,NA,cwood,7y,,,,,,,
62,NA,cwood,7y,,,,,,,
63,NA,cwood,7y,,,,,,,
64,NA,cwood,7y,,,,,,,
65,NA,cwood,7y,,,,,,,
66,NA,cwood,7y,,,,,,,
67,NA,cwood,7y,,,,,,,
68,0.3828728037175,cwood,7y,1.91082787518379,0.265651273139841,2.39547130440365,39.5678290931113,2.61183346085308,4.97882957156851,0.381527580338159
69,0.385776410783791,cwood,7y,1.90805888120482,0.256044466105941,2.40426210205896,47.1274607280131,2.59217508392562,5.07256772406215,0.385515774406859
70,0.38194969358533,cwood,7y,1.9041947412861,0.268114580462608,2.42664430855343,38.9357011006055,2.61814583646627,4.97634933047893,0.381420845780211
71,0.364688209655272,cwood,7y,1.91317648251308,0.314691539520571,2.41811645919974,21.1144867352978,2.74206835736551,4.50400133706969,0.359858799622245
72,0.379300769127127,cwood,7y,1.87711882927709,0.358259317918551,2.52240765427351,11.9775166362616,2.63643019311896,4.8749327295073,0.377001560287023
73,0.365779840911662,cwood,7y,1.88511756909077,0.336604083622594,2.47449120332885,13.3248492879124,2.73388494430863,4.55683686449264,0.362400515470879
74,0.370820269585982,cwood,7y,1.87022356516619,0.391581234699619,2.56470097293314,10.1731051723275,2.6967242139069,4.71671697707202,0.369884847038997
75,0.362916170532507,cwood,7y,1.87467870662529,0.345731269165384,2.51940550683243,12.2347768198426,2.75545726863782,4.51384821431112,0.360335150764272
76,0.352898338375975,cwood,7y,1.87184901850377,0.339118469368856,2.52872136452935,12.7431081772151,2.83367726978246,4.35177063665806,0.3523347063721
77,0.372684292883537,cwood,7y,1.88056140687341,0.338021063805545,2.50395121708226,11.9936630241962,2.68323623800399,4.64692932899242,0.366655364159404
78,0.386740675629267,cwood,7y,1.86481668759132,0.348958536921465,2.56867527966865,10.7535196240948,2.58571198484074,5.04576514220984,0.38438443682461
79,0.400669218283834,cwood,7y,1.84603013566731,0.329398543146478,2.62154044694284,13.1423182067758,2.49582437174298,5.44829622570956,0.400662580215278
80,0.397085822171661,cwood,7y,1.8760223362499,0.31800960031819,2.51808274944385,16.979982846087,2.51834727951505,5.02530008308436,0.383515780573966
81,0.406689833711354,cwood,7y,1.86747473944545,0.339854545568488,2.56887069488756,14.7942216609746,2.45887631582585,5.59656334500099,0.406299334377183
82,0.404250077644897,cwood,7y,1.8525885694575,0.337076464742534,2.61461063959513,17.2743305997102,2.47371628430069,5.51240320281728,0.403122072714323
83,0.415276777355729,cwood,7y,1.85336640518772,0.33846042211399,2.61177164430349,17.042325398733,2.40803255690697,5.79294575093129,0.413495195896909
