"timeindex","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1","var","frequency"
369,0.426124292491113,2.80525532037297,3.23859127897377,18.8770117350507,-8.94660060879176,2.34673314246888,5.77237072799577,0.412755144854237,"cheart","regclim"
370,0.455185116328528,2.88175904595933,3.01217302940494,16.8316367759853,-12.0019573494018,2.1969083876597,6.3224493477914,0.431517077447439,"cheart","regclim"
371,0.544227264462361,3.21168711798583,2.73551100196676,12.9542091529642,-57.0623845433558,1.83746766341795,6.56750512885338,0.43924910157563,"cheart","regclim"
372,0.591766655691677,3.4001936191045,2.48871536068505,10.7355342016074,46.3564095176092,1.6898552670751,10.4712678176605,0.528790100681805,"cheart","regclim"
373,0.576971770071758,3.43772242647052,2.39550970324005,10.1773528599063,28.4851102139159,1.73318704981984,12.7671694240102,0.563769627418632,"cheart","regclim"
374,0.576735091718093,3.43309578739862,2.41003866189393,10.2534495259612,30.4937216096548,1.73389830853018,13.6153681658916,0.574718328154219,"cheart","regclim"
375,0.574107943158158,3.43311309657119,2.41026730662046,10.254097473959,30.5759237457517,1.74183271964331,13.5637870214704,0.574077710023583,"cheart","regclim"
376,0.572330086264752,3.43322731643509,2.41037943601462,10.2539600974426,30.6946300258769,1.7472434596727,13.3766803298573,0.571727450068832,"cheart","regclim"
377,0.568772192865831,3.42628837715105,2.41726767357865,10.2987636459961,27.5242242194202,1.75817315358083,13.0320846937076,0.56728681294337,"cheart","regclim"
378,0.577776747172269,3.41545002103063,2.43342264752974,10.3792428668205,24.4111739110934,1.73077231801757,13.6579855723955,0.575245277351838,"cheart","regclim"
379,0.577150621003159,3.416307409248,2.44390436923751,10.4092998770417,27.1466248809921,1.73264995931543,13.7857886885477,0.576812959402882,"cheart","regclim"
380,0.577688466718908,3.42718422742193,2.43821934325876,10.3525969114132,34.0150994557337,1.73103680895638,13.5413704593988,0.573798330708924,"cheart","regclim"
381,0.573373252278303,3.42064021589539,2.4374850906855,10.3758436240726,28.5379002828651,1.74406461415229,13.4918547703736,0.573179107002395,"cheart","regclim"
382,0.575653608016269,3.41316840291314,2.43408411076911,10.3945627138176,23.6194314498714,1.73715579312714,13.6888435798613,0.575625511559057,"cheart","regclim"
383,0.575284651203553,3.41384189694166,2.42438267900725,10.3594022921379,22.1799876735298,1.7382699119608,13.6427341409839,0.575056941302676,"cheart","regclim"
384,0.576198389665955,3.40627008831226,2.4149801558793,10.3595264152582,18.3565999187305,1.73551335431489,13.7315338147052,0.576149734706375,"cheart","regclim"
385,0.574569690512841,3.43325373728511,2.37899686437609,10.1746719626215,24.0584090974339,1.74043291268538,12.8863664053495,0.565363592179068,"cheart","regclim"
386,0.566010837136267,3.43252839347491,2.37699075856761,10.1717450233206,23.3785427760869,1.76675062452779,12.9238279211766,0.565860661801571,"cheart","regclim"
387,0.56925373555029,3.43481589609221,2.37438877911482,10.1562047248157,24.0152771808486,1.75668588109187,12.925131533025,0.56587792602001,"cheart","regclim"
388,0.572847783201587,3.44938533325064,2.36899386465103,10.0883770034726,32.0859499741941,1.74566443185152,13.0913226392577,0.568060805392269,"cheart","regclim"
389,0.573003811875504,3.45340497109678,2.37000464962532,10.0751702596333,36.1567925994785,1.74518908823118,13.3429787925725,0.571299646347528,"cheart","regclim"
390,0.578103677413291,3.4821295174034,2.33462574100447,9.89251003743938,71.9688690421903,1.72979352851459,13.1300525230623,0.568564425932915,"cheart","regclim"
