timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,croot,3y,,,,,,,
2,NA,croot,3y,,,,,,,
3,NA,croot,3y,,,,,,,
4,NA,croot,3y,,,,,,,
5,NA,croot,3y,,,,,,,
6,NA,croot,3y,,,,,,,
7,NA,croot,3y,,,,,,,
8,NA,croot,3y,,,,,,,
9,NA,croot,3y,,,,,,,
10,NA,croot,3y,,,,,,,
11,NA,croot,3y,,,,,,,
12,NA,croot,3y,,,,,,,
13,NA,croot,3y,,,,,,,
14,NA,croot,3y,,,,,,,
15,NA,croot,3y,,,,,,,
16,NA,croot,3y,,,,,,,
17,NA,croot,3y,,,,,,,
18,NA,croot,3y,,,,,,,
19,NA,croot,3y,,,,,,,
20,NA,croot,3y,,,,,,,
21,NA,croot,3y,,,,,,,
22,NA,croot,3y,,,,,,,
23,NA,croot,3y,,,,,,,
24,NA,croot,3y,,,,,,,
25,NA,croot,3y,,,,,,,
26,NA,croot,3y,,,,,,,
27,NA,croot,3y,,,,,,,
28,NA,croot,3y,,,,,,,
29,NA,croot,3y,,,,,,,
30,NA,croot,3y,,,,,,,
31,NA,croot,3y,,,,,,,
32,NA,croot,3y,,,,,,,
33,NA,croot,3y,,,,,,,
34,NA,croot,3y,,,,,,,
35,NA,croot,3y,,,,,,,
36,NA,croot,3y,,,,,,,
37,NA,croot,3y,,,,,,,
38,NA,croot,3y,,,,,,,
39,NA,croot,3y,,,,,,,
40,NA,croot,3y,,,,,,,
41,NA,croot,3y,,,,,,,
42,NA,croot,3y,,,,,,,
43,NA,croot,3y,,,,,,,
44,NA,croot,3y,,,,,,,
45,NA,croot,3y,,,,,,,
46,NA,croot,3y,,,,,,,
47,NA,croot,3y,,,,,,,
48,NA,croot,3y,,,,,,,
49,NA,croot,3y,,,,,,,
50,NA,croot,3y,,,,,,,
51,NA,croot,3y,,,,,,,
52,NA,croot,3y,,,,,,,
53,NA,croot,3y,,,,,,,
54,NA,croot,3y,,,,,,,
55,NA,croot,3y,,,,,,,
56,NA,croot,3y,,,,,,,
57,NA,croot,3y,,,,,,,
58,NA,croot,3y,,,,,,,
59,NA,croot,3y,,,,,,,
60,NA,croot,3y,,,,,,,
61,NA,croot,3y,,,,,,,
62,NA,croot,3y,,,,,,,
63,NA,croot,3y,,,,,,,
64,NA,croot,3y,,,,,,,
65,NA,croot,3y,,,,,,,
66,NA,croot,3y,,,,,,,
67,NA,croot,3y,,,,,,,
68,-0.255215959379149,croot,3y,0.0215232097414107,0.105039437109747,2.39569329632958,-150.307210583727,-3.91825026316007,0.355226393374158,-0.253208923738035
69,-0.251554976236225,croot,3y,0.021566505099115,0.114309410852937,2.38031708063851,-418.037349635769,-3.97527417251702,0.359866651477621,-0.250169305015896
70,-0.208838526494747,croot,3y,0.0213827620165568,0.12004048792113,2.38645211934798,21.2105588439982,-4.78838850658695,0.441016943647711,-0.20193099952501
71,-0.16489329191825,croot,3y,0.0210919436154852,0.11645907830489,2.45534129151116,31.5179790619889,-6.06452808581065,0.514586163815108,-0.164652177599665
72,-0.146102364899746,croot,3y,0.0207701680028856,0.0895473615930772,2.48632710284199,23.0513442489743,-6.84451617662858,0.560237154339691,-0.143903365005063
73,-0.141519286272701,croot,3y,0.0205576591913922,0.0678465594389666,2.55586857286567,36.1562971234784,-7.06617469842976,0.565756386638625,-0.141501684975892
74,-0.135713155361119,croot,3y,0.0207672347708827,0.0543301655192514,2.48382114326066,67.6388817346199,-7.36848242411801,0.586275045272074,-0.132760095645619
75,-0.125839088249222,croot,3y,0.0205102278775809,0.011974149555013,2.53831727049588,-59.0428602618824,-7.94665643174016,0.60513866264351,-0.124971918062929
76,-0.125465044254149,croot,3y,0.0205095043296709,0.0103673323614027,2.53865077218297,-57.2349101258615,-7.97034748558609,0.603937836877711,-0.125460882585623
77,-0.125087831371717,croot,3y,0.0205808332353703,0.0356290565573921,2.50781890248436,-134.910455137213,-7.99438273918392,0.606952804142886,-0.124234939281358
78,-0.0781901044461394,croot,3y,0.019956852213811,0.0271059830729533,2.53293550579616,60.8819813562271,-12.7893421691084,0.731902176675791,-0.0779057663749023
