timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
1,NA,photo,5y,,,,,,,
2,NA,photo,5y,,,,,,,
3,NA,photo,5y,,,,,,,
4,NA,photo,5y,,,,,,,
5,NA,photo,5y,,,,,,,
6,NA,photo,5y,,,,,,,
7,NA,photo,5y,,,,,,,
8,NA,photo,5y,,,,,,,
9,NA,photo,5y,,,,,,,
10,NA,photo,5y,,,,,,,
11,NA,photo,5y,,,,,,,
12,NA,photo,5y,,,,,,,
13,NA,photo,5y,,,,,,,
14,NA,photo,5y,,,,,,,
15,NA,photo,5y,,,,,,,
16,NA,photo,5y,,,,,,,
17,NA,photo,5y,,,,,,,
18,NA,photo,5y,,,,,,,
19,NA,photo,5y,,,,,,,
20,NA,photo,5y,,,,,,,
21,NA,photo,5y,,,,,,,
22,NA,photo,5y,,,,,,,
23,NA,photo,5y,,,,,,,
24,NA,photo,5y,,,,,,,
25,NA,photo,5y,,,,,,,
26,NA,photo,5y,,,,,,,
27,NA,photo,5y,,,,,,,
28,NA,photo,5y,,,,,,,
29,NA,photo,5y,,,,,,,
30,NA,photo,5y,,,,,,,
31,NA,photo,5y,,,,,,,
32,NA,photo,5y,,,,,,,
33,NA,photo,5y,,,,,,,
34,NA,photo,5y,,,,,,,
35,NA,photo,5y,,,,,,,
36,NA,photo,5y,,,,,,,
37,NA,photo,5y,,,,,,,
38,NA,photo,5y,,,,,,,
39,NA,photo,5y,,,,,,,
40,NA,photo,5y,,,,,,,
41,NA,photo,5y,,,,,,,
42,NA,photo,5y,,,,,,,
43,NA,photo,5y,,,,,,,
44,NA,photo,5y,,,,,,,
45,NA,photo,5y,,,,,,,
46,NA,photo,5y,,,,,,,
47,NA,photo,5y,,,,,,,
48,NA,photo,5y,,,,,,,
49,NA,photo,5y,,,,,,,
50,NA,photo,5y,,,,,,,
51,NA,photo,5y,,,,,,,
52,NA,photo,5y,,,,,,,
53,NA,photo,5y,,,,,,,
54,NA,photo,5y,,,,,,,
55,NA,photo,5y,,,,,,,
56,NA,photo,5y,,,,,,,
57,NA,photo,5y,,,,,,,
58,NA,photo,5y,,,,,,,
59,NA,photo,5y,,,,,,,
60,NA,photo,5y,,,,,,,
61,NA,photo,5y,,,,,,,
62,NA,photo,5y,,,,,,,
63,NA,photo,5y,,,,,,,
64,NA,photo,5y,,,,,,,
65,NA,photo,5y,,,,,,,
66,NA,photo,5y,,,,,,,
67,NA,photo,5y,,,,,,,
68,0.104094051981577,photo,5y,0.103850289225915,0.0646522601323909,2.23731934874152,-24.5588182669254,9.60669683775002,1.51831333133783,0.104092853577627
69,0.115056522733113,photo,5y,0.106007408358732,0.0861108819405508,2.19242799972634,-44.0685139398372,8.69138034285647,1.55448545509084,0.109916488220081
70,0.162832261255118,photo,5y,0.105873607340254,0.028526326761043,2.18998532418038,106.762031120423,6.14128915420051,1.90782591240098,0.160223334517797
71,0.186122334660409,photo,5y,0.104548736129906,0.0420749494463165,2.25737492114459,-162.073697808078,5.37281031760407,2.1207342759147,0.185907413951512
72,0.181312484256329,photo,5y,0.104226531432182,0.0103299874521976,2.27673373742787,63.3048237815338,5.51534001699663,2.07252829470982,0.180345511734932
73,0.161290280999098,photo,5y,0.103973305556618,0.0195161472771047,2.29605475243655,49.4791571158117,6.20000159839507,1.91312998034848,0.160900228310904
74,0.161381036101939,photo,5y,0.102412672419572,0.0561393317103876,2.33992783197696,17.6560340201877,6.19651493232658,1.90509049069502,0.159873451631234
75,0.16006498451164,photo,5y,0.102412531953549,0.0593720558674268,2.34018970069642,17.328630898601,6.24746257309813,1.90656505098353,0.160062127291995
76,0.168258434140573,photo,5y,0.103355972752775,0.0469934030184843,2.28183059787827,21.8369815135803,5.94323847780813,1.94427390455523,0.164834297992137
77,0.200580406830443,photo,5y,0.101831153522237,0.0179908911970099,2.35232888722903,46.5799411901656,4.98553181640186,2.25222794263947,0.200402803664133
78,0.244216059875385,photo,5y,0.103142856639466,0.0483056750823152,2.34732705407019,78.9762791084484,4.09473480372365,2.5832942588411,0.233117971438518
79,0.20109361245807,photo,5y,0.100718573093637,0.0841510552385948,2.39332851918631,-130.829038488326,4.97280837405269,2.25238018800943,0.200419043878586
