timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
226,0.46484687911558,croot,1y,0.0211338702459388,0.404942650749573,2.54718357853886,5.23445604410761,2.15124602299709,7.23310551750071,0.45859086510526
227,0.512455414890721,croot,1y,0.0221202472922344,0.538004925650405,2.77162358823266,6.30065974788918,1.95138927395907,7.30983377468088,0.460679906170767
228,0.527842151915874,croot,1y,0.0225257748296248,0.483655462975268,2.61797637076134,7.96673344690036,1.89450576535119,9.34042863426102,0.50778240707154
229,0.537210972551016,croot,1y,0.0227457778595009,0.451233462636788,2.51932074995856,9.05600746070813,1.8614660740293,10.3479131112859,0.526640268777841
230,0.553803461506536,croot,1y,0.0229356564166849,0.394944078042992,2.4229654327267,11.5087821031314,1.80569474462954,11.3666078582561,0.543492617057958
231,0.560963713071723,croot,1y,0.023014066878853,0.392744912786714,2.40153234858401,11.9766021842735,1.78264650047363,11.739926505606,0.54919618454542
232,0.595729822723385,croot,1y,0.0236391069638206,0.419600548560193,2.36162619070507,16.1148351893321,1.67861329390644,12.5516794550108,0.560839192923238
233,0.61481164087156,croot,1y,0.0240793127729347,0.371155983887492,2.2569314268367,35.9884582279246,1.62651442087595,14.9123450699632,0.589870310339825
234,0.629144139167534,croot,1y,0.0245221554501331,0.341754913576604,2.15465996539881,192.462637861992,1.5894608846284,16.5694173500805,0.606925307387645
235,0.659942810561687,croot,1y,0.0246476700030843,0.280906196480863,2.09588360223058,-39.4028259679377,1.51528281541379,21.3863390491686,0.646060053251744
236,0.673060635221467,croot,1y,0.0243800819869228,0.292083525019807,2.15604475304493,-70.6533319083744,1.48575023953222,25.2521117560165,0.669912114387978
