"Year","VT_df","Tt_df","df_name","variavel"
"2013-06",0.472040817187714,0.571305589659153,"df_regclim","evapm"
"2013-07",0.575159530432108,0.572254543920541,"df_regclim","evapm"
"2013-08",0.527403998369471,0.573203498181931,"df_regclim","evapm"
"2013-09",0.632892446769334,0.574152452443319,"df_regclim","evapm"
"2013-10",0.493667467118242,0.575101406704707,"df_regclim","evapm"
"2013-11",0.300062945435733,0.576050360966098,"df_regclim","evapm"
"2013-12",0.685207750274,0.576999315227486,"df_regclim","evapm"
"2014-01",0.525814151532211,0.577948269488874,"df_regclim","evapm"
"2014-02",0.447412403310048,0.578897223750265,"df_regclim","evapm"
"2014-03",0.484695303427085,0.579846178011653,"df_regclim","evapm"
"2014-04",0.445369161075949,0.580795132273041,"df_regclim","evapm"
"2014-05",0.486893504797543,0.581744086534431,"df_regclim","evapm"
"2014-06",0.699069033399641,0.582693040795819,"df_regclim","evapm"
"2014-07",0.555025487992542,0.583641995057207,"df_regclim","evapm"
"2014-08",0.599803532050499,0.584590949318598,"df_regclim","evapm"
"2014-09",0.680107682119613,0.585539903579986,"df_regclim","evapm"
"2014-10",0.311480564913661,0.586488857841374,"df_regclim","evapm"
"2014-11",0.392629883069629,0.587437812102765,"df_regclim","evapm"
"2014-12",0.500902658653983,0.588386766364153,"df_regclim","evapm"
"2015-01",0.479173606377401,0.589335720625541,"df_regclim","evapm"
"2015-02",0.678029420302036,0.590284674886931,"df_regclim","evapm"
"2015-03",0.512792190970238,0.591233629148319,"df_regclim","evapm"
"2015-04",0.665852805201011,0.592182583409707,"df_regclim","evapm"
"2015-05",0.510864944283782,0.593131537671098,"df_regclim","evapm"
"2015-06",0.63238720542366,0.594080491932486,"df_regclim","evapm"
"2015-07",0.709648063961469,0.595029446193874,"df_regclim","evapm"
"2015-08",0.581542878841881,0.595978400455265,"df_regclim","evapm"
"2015-09",0.869396315077776,0.596927354716653,"df_regclim","evapm"
"2015-10",0.586097733931842,0.597876308978041,"df_regclim","evapm"
"2015-11",0.81362596996655,0.598825263239431,"df_regclim","evapm"
"2015-12",0.636872840637652,0.599774217500819,"df_regclim","evapm"
"2016-01",0.721849929106181,0.600723171762207,"df_regclim","evapm"
"2016-02",0.416884105515571,0.601672126023598,"df_regclim","evapm"
"2016-03",0.592528281825592,0.602621080284986,"df_regclim","evapm"
"2016-04",0.689882863583856,0.603570034546374,"df_regclim","evapm"
"2016-05",0.501079388002573,0.604518988807765,"df_regclim","evapm"
"2016-06",0.758516222527731,0.605467943069153,"df_regclim","evapm"
"2016-07",0.587019643339401,0.606416897330541,"df_regclim","evapm"
"2016-08",0.766022359546414,0.607365851591931,"df_regclim","evapm"
"2016-09",0.37881778491378,0.608314805853319,"df_regclim","evapm"
"2016-10",0.539615589887345,0.609263760114707,"df_regclim","evapm"
"2016-11",0.762464607223984,0.610212714376098,"df_regclim","evapm"
"2016-12",0.385881882112052,0.611161668637486,"df_regclim","evapm"
"1979-01",0.184640688291567,0.209345006926575,"df_regclim","wue"
"1979-02",0.154231322274485,0.211040840029857,"df_regclim","wue"
"1979-03",0.305430849005626,0.212736673129504,"df_regclim","wue"
"1979-04",0.28378306723292,0.214432506236727,"df_regclim","wue"
"1979-05",0.248404071318003,0.216128339340301,"df_regclim","wue"
"1979-06",0.206886820606933,0.217824172443877,"df_regclim","wue"
"1979-07",0.163328191010283,0.219520005547445,"df_regclim","wue"
"1979-08",0.244990924121473,0.221215838651022,"df_regclim","wue"
"1979-09",0.296965038163354,0.222911671754599,"df_regclim","wue"
"1979-10",0.32953014915423,0.224607504858166,"df_regclim","wue"
"1979-11",0.260492459966144,0.226303337961743,"df_regclim","wue"
"1979-12",0.264027217770052,0.22799917106532,"df_regclim","wue"
"1980-01",0.207440032064429,0.229695004168888,"df_regclim","wue"
"1980-02",-0.0417109734793923,0.231390837272465,"df_regclim","wue"
"1980-03",0.301063371070471,0.233086670376042,"df_regclim","wue"
"1980-04",0.22738053011389,0.234782503479609,"df_regclim","wue"
"1980-05",0.175190127502642,0.236478336583186,"df_regclim","wue"
"1980-06",0.16346358929346,0.238174169686763,"df_regclim","wue"
"1980-07",0.28444902723187,0.239870002790331,"df_regclim","wue"
"1980-08",0.321683441619875,0.241565835893907,"df_regclim","wue"
"1980-09",0.290295534811614,0.243261668997484,"df_regclim","wue"
"1980-10",0.35167287567201,0.244957502101052,"df_regclim","wue"
"1980-11",0.375025530072728,0.246653335204629,"df_regclim","wue"
"1980-12",0.231780943750228,0.248349168308206,"df_regclim","wue"
"1981-01",0.328309372539733,0.250045001411773,"df_regclim","wue"
"1981-02",0.372510166837304,0.25174083451535,"df_regclim","wue"
"1981-03",0.134976398999809,0.253436667618927,"df_regclim","wue"
"1981-04",0.241574600416223,0.255132500722495,"df_regclim","wue"
"1981-05",0.157224636661901,0.256828333826072,"df_regclim","wue"
"1981-06",0.162796109695783,0.258524166929648,"df_regclim","wue"
"1981-07",0.233330680619351,0.260220000033216,"df_regclim","wue"
"1981-08",0.333957330215212,0.261915833136793,"df_regclim","wue"
"1981-09",0.335543047614933,0.26361166624037,"df_regclim","wue"
"1981-10",0.255082812520625,0.265307499343937,"df_regclim","wue"
"1981-11",0.309076377970196,0.267003332447514,"df_regclim","wue"
"1981-12",0.169754580082573,0.268699165551091,"df_regclim","wue"
"1982-01",0.367572810431099,0.270394998654659,"df_regclim","wue"
"1982-02",0.336317746390592,0.272090831758236,"df_regclim","wue"
"1982-03",0.280638208848829,0.273786664861812,"df_regclim","wue"
"1982-04",0.337167672387646,0.27548249796538,"df_regclim","wue"
"1982-05",0.275873261909484,0.277178331068957,"df_regclim","wue"
"1982-06",0.126749706563396,0.278874164172534,"df_regclim","wue"
"1982-07",0.250654701212595,0.280569997276101,"df_regclim","wue"
"1982-08",0.236524593188436,0.282265830379678,"df_regclim","wue"
"1982-09",0.287016355762716,0.283961663483255,"df_regclim","wue"
"1982-10",0.22926501707515,0.285657496586823,"df_regclim","wue"
"1982-11",0.271992532266605,0.2873533296904,"df_regclim","wue"
"1982-12",0.2994565314999,0.289049162793977,"df_regclim","wue"
"1983-01",-0.0520117902256806,0.290744995897544,"df_regclim","wue"
"1983-02",0.0301200900051482,0.292440829001121,"df_regclim","wue"
"1983-03",0.132140184090002,0.294136662104698,"df_regclim","wue"
"1983-04",0.153759154398677,0.295832495208266,"df_regclim","wue"
"1983-05",0.0589819656169137,0.297528328311842,"df_regclim","wue"
"1983-06",0.145560386082972,0.299224161415419,"df_regclim","wue"
"1983-07",0.218530115410885,0.300919994518987,"df_regclim","wue"
"1983-08",0.437307086463222,0.302615827622564,"df_regclim","wue"
"1983-09",0.349455054982474,0.304311660726141,"df_regclim","wue"
"1983-10",0.493824224142616,0.306007493829708,"df_regclim","wue"
"1983-11",0.336537672967772,0.307703326933285,"df_regclim","wue"
"1983-12",0.377188465430082,0.309399160036862,"df_regclim","wue"
"1984-01",0.304782271349242,0.31109499314043,"df_regclim","wue"
"1984-02",0.400827788610587,0.312790826244007,"df_regclim","wue"
"1984-03",0.212107098112746,0.314486659347583,"df_regclim","wue"
"1984-04",0.344239471358779,0.316182492451151,"df_regclim","wue"
"1984-05",0.418415404528675,0.317878325554728,"df_regclim","wue"
"1984-06",0.253039034810709,0.319574158658305,"df_regclim","wue"
"1984-07",0.330557469617532,0.321269991761872,"df_regclim","wue"
"1984-08",0.373411091854186,0.322965824865449,"df_regclim","wue"
"1984-09",0.467616911389706,0.324661657969026,"df_regclim","wue"
"1984-10",0.414449359639454,0.326357491072594,"df_regclim","wue"
"1984-11",0.33689530356444,0.328053324176171,"df_regclim","wue"
"1984-12",0.382771544842932,0.329749157279748,"df_regclim","wue"
"1985-01",0.336882448832164,0.331444990383315,"df_regclim","wue"
"1985-02",0.316555133403589,0.333140823486892,"df_regclim","wue"
"1985-03",0.258359605577424,0.334836656590469,"df_regclim","wue"
"1985-04",0.169312656921748,0.336532489694037,"df_regclim","wue"
"1985-05",0.382546182972437,0.338228322797613,"df_regclim","wue"
"1985-06",0.40414250269411,0.33992415590119,"df_regclim","wue"
"1985-07",0.455643059580975,0.341619989004758,"df_regclim","wue"
"1985-08",0.457983941010184,0.343315822108335,"df_regclim","wue"
"1985-09",0.323311299556946,0.345011655211912,"df_regclim","wue"
"1985-10",0.332871768961182,0.346707488315479,"df_regclim","wue"
"1985-11",0.376568405510055,0.348403321419056,"df_regclim","wue"
"1985-12",0.655531604836689,0.350099154522633,"df_regclim","wue"
"1986-01",0.484297558710301,0.351794987626201,"df_regclim","wue"
"1986-02",0.42701591148276,0.353490820729778,"df_regclim","wue"
"1986-03",0.438559120481656,0.355186653833354,"df_regclim","wue"
"1986-04",0.362174835971258,0.356882486936922,"df_regclim","wue"
"1986-05",0.271617651617308,0.358578320040499,"df_regclim","wue"
"1986-06",0.424539285561674,0.360274153144076,"df_regclim","wue"
"1986-07",0.479705072213517,0.361969986247643,"df_regclim","wue"
"1986-08",0.234758986848994,0.36366581935122,"df_regclim","wue"
"1986-09",0.414313279986957,0.365361652454797,"df_regclim","wue"
"1986-10",0.479000415159923,0.367057485558365,"df_regclim","wue"
"1986-11",0.458118195329816,0.368753318661942,"df_regclim","wue"
"1986-12",0.355424000373455,0.370449151765519,"df_regclim","wue"
"1987-01",0.480557822316724,0.372144984869086,"df_regclim","wue"
"1987-02",0.479565451417972,0.373840817972663,"df_regclim","wue"
"1987-03",0.378554917849584,0.37553665107624,"df_regclim","wue"
"1987-04",0.40245929172249,0.377232484179807,"df_regclim","wue"
"1987-05",0.297368286280005,0.378928317283384,"df_regclim","wue"
"1987-06",0.395612478985371,0.380624150386961,"df_regclim","wue"
"1987-07",0.236377333176796,0.382319983490529,"df_regclim","wue"
"1987-08",0.413488249230836,0.384015816594106,"df_regclim","wue"
"1987-09",0.294836965266138,0.385711649697683,"df_regclim","wue"
"1987-10",0.251316196724623,0.38740748280125,"df_regclim","wue"
"1987-11",0.329469978442485,0.389103315904827,"df_regclim","wue"
"1987-12",0.28892646586956,0.390799149008404,"df_regclim","wue"
"1988-01",0.499520691077178,0.392494982111972,"df_regclim","wue"
"1988-02",0.439132554067034,0.394190815215548,"df_regclim","wue"
"1988-03",0.107059171979465,0.395886648319125,"df_regclim","wue"
"1988-04",0.298868014169929,0.397582481422693,"df_regclim","wue"
"1988-05",0.425379325848979,0.39927831452627,"df_regclim","wue"
"1988-06",0.401606042682602,0.400974147629847,"df_regclim","wue"
"1988-07",0.401704713090239,0.402669980733414,"df_regclim","wue"
"1988-08",0.254845816746689,0.404365813836991,"df_regclim","wue"
"1988-09",0.291550977558178,0.406061646940568,"df_regclim","wue"
"1988-10",0.294269492987398,0.407757480044136,"df_regclim","wue"
"1988-11",0.456579983599676,0.409453313147713,"df_regclim","wue"
"1988-12",0.402481176256405,0.411149146251289,"df_regclim","wue"
"1989-01",0.404720351262171,0.412844979354857,"df_regclim","wue"
"1989-02",0.555723858475198,0.414540812458434,"df_regclim","wue"
"1989-03",0.338584907601325,0.416236645562011,"df_regclim","wue"
"1989-04",0.399222765173079,0.417932478665578,"df_regclim","wue"
"1989-05",0.425816300163819,0.419628311769155,"df_regclim","wue"
"1989-06",0.533051339100794,0.421324144872732,"df_regclim","wue"
"1989-07",0.592977259182854,0.4230199779763,"df_regclim","wue"
"1989-08",0.296720771744385,0.304264735973806,"df_regclim","wue"
"1989-09",0.294283792080068,0.304793130088455,"df_regclim","wue"
"1989-10",0.428481846518488,0.305321524203103,"df_regclim","wue"
"1989-11",0.358406297563598,0.305849918317751,"df_regclim","wue"
"1989-12",0.284089294776557,0.3063783124324,"df_regclim","wue"
"1990-01",0.34963675815257,0.306906706547048,"df_regclim","wue"
"1990-02",0.162571305041844,0.307435100661696,"df_regclim","wue"
"1990-03",0.28510233366317,0.307963494776345,"df_regclim","wue"
"1990-04",0.259068477147803,0.308491888890993,"df_regclim","wue"
"1990-05",0.259213463978963,0.309020283005641,"df_regclim","wue"
"1990-06",0.322096079167715,0.30954867712029,"df_regclim","wue"
"1990-07",0.510506788980967,0.310077071234938,"df_regclim","wue"
"1990-08",0.304584243322807,0.310605465349585,"df_regclim","wue"
"1990-09",0.233388165808066,0.311133859464235,"df_regclim","wue"
"1990-10",0.202579465617755,0.311662253578883,"df_regclim","wue"
"1990-11",0.272069225034735,0.31219064769353,"df_regclim","wue"
"1990-12",0.332381515004926,0.31271904180818,"df_regclim","wue"
"1991-01",0.539893211309793,0.313247435922828,"df_regclim","wue"
"1991-02",0.287923504756239,0.313775830037475,"df_regclim","wue"
"1991-03",0.386243932675899,0.314304224152125,"df_regclim","wue"
"1991-04",0.269992552702026,0.314832618266773,"df_regclim","wue"
"1991-05",0.355829580147786,0.31536101238142,"df_regclim","wue"
"1991-06",0.420274080603169,0.31588940649607,"df_regclim","wue"
"1991-07",0.364064832860961,0.316417800610717,"df_regclim","wue"
"1991-08",0.280654663277929,0.316946194725365,"df_regclim","wue"
"1991-09",0.278439427235791,0.317474588840015,"df_regclim","wue"
"1991-10",0.240540881673842,0.318002982954662,"df_regclim","wue"
"1991-11",0.185042999937439,0.31853137706931,"df_regclim","wue"
"1991-12",0.279520100034038,0.319059771183959,"df_regclim","wue"
"1992-01",0.16783351890384,0.319588165298607,"df_regclim","wue"
"1992-02",0.235824466430615,0.320116559413255,"df_regclim","wue"
"1992-03",0.250914442738478,0.320644953527904,"df_regclim","wue"
"1992-04",0.251763994114483,0.321173347642552,"df_regclim","wue"
"1992-05",0.0188014981402835,0.3217017417572,"df_regclim","wue"
"1992-06",0.050715167667611,0.322230135871849,"df_regclim","wue"
"1992-07",0.247888905777985,0.322758529986497,"df_regclim","wue"
"1992-08",0.463042609645085,0.323286924101145,"df_regclim","wue"
"1992-09",0.371132637671517,0.323815318215794,"df_regclim","wue"
"1992-10",0.390973060590542,0.324343712330442,"df_regclim","wue"
"1992-11",0.260632042177908,0.32487210644509,"df_regclim","wue"
"1992-12",0.438557920379218,0.325400500559739,"df_regclim","wue"
"1993-01",0.284734510740663,0.325928894674387,"df_regclim","wue"
"1993-02",0.273458736107606,0.326457288789035,"df_regclim","wue"
"1993-03",0.305523482101384,0.326985682903684,"df_regclim","wue"
"1993-04",0.281502939961431,0.327514077018332,"df_regclim","wue"
"1993-05",0.248871839347909,0.32804247113298,"df_regclim","wue"
"1993-06",0.188550907925689,0.328570865247629,"df_regclim","wue"
"1993-07",0.257581848513036,0.329099259362277,"df_regclim","wue"
"1993-08",0.352261500337558,0.329627653476925,"df_regclim","wue"
"1993-09",0.282400969967183,0.330156047591574,"df_regclim","wue"
"1993-10",0.333303932116168,0.330684441706222,"df_regclim","wue"
"1993-11",0.387649882097509,0.33121283582087,"df_regclim","wue"
"1993-12",0.406576034985678,0.331741229935519,"df_regclim","wue"
"1994-01",0.52089595617794,0.332269624050167,"df_regclim","wue"
"1994-02",0.634048835930836,0.332798018164814,"df_regclim","wue"
"1994-03",0.538839542932734,0.333326412279464,"df_regclim","wue"
"1994-04",0.389767660698904,0.333854806394112,"df_regclim","wue"
"1994-05",0.284249352116585,0.334383200508759,"df_regclim","wue"
"1994-06",0.392820683307373,0.334911594623409,"df_regclim","wue"
"1994-07",0.322819607131866,0.335439988738057,"df_regclim","wue"
"1994-08",0.449143886986218,0.335968382852704,"df_regclim","wue"
"1994-09",0.312632197318594,0.336496776967354,"df_regclim","wue"
"1994-10",0.213619556742583,0.337025171082001,"df_regclim","wue"
"1994-11",0.290261735953766,0.337553565196649,"df_regclim","wue"
"1994-12",0.426408718574822,0.338081959311299,"df_regclim","wue"
"1995-01",0.208244866381123,0.338610353425946,"df_regclim","wue"
"1995-02",0.0882994419940755,0.339138747540594,"df_regclim","wue"
"1995-03",0.248197894110878,0.339667141655244,"df_regclim","wue"
"1995-04",0.378896783172468,0.340195535769891,"df_regclim","wue"
"1995-05",0.357970590280486,0.340723929884539,"df_regclim","wue"
"1995-06",0.371237399692864,0.341252323999188,"df_regclim","wue"
"1995-07",0.264918249507503,0.341780718113836,"df_regclim","wue"
"1995-08",0.22745427417174,0.342309112228484,"df_regclim","wue"
"1995-09",0.282150982146225,0.342837506343133,"df_regclim","wue"
"1995-10",0.31456053648031,0.343365900457781,"df_regclim","wue"
"1995-11",0.542906628059386,0.343894294572429,"df_regclim","wue"
"1995-12",0.386724891686435,0.344422688687078,"df_regclim","wue"
"1996-01",0.280014476841809,0.344951082801726,"df_regclim","wue"
"1996-02",0.360838228835094,0.345479476916374,"df_regclim","wue"
"1996-03",0.450141817284621,0.346007871031023,"df_regclim","wue"
"1996-04",0.283789212958636,0.346536265145671,"df_regclim","wue"
"1996-05",0.383100507367137,0.347064659260319,"df_regclim","wue"
"1996-06",0.662428859527597,0.347593053374968,"df_regclim","wue"
"1996-07",0.281889118246862,0.348121447489616,"df_regclim","wue"
"1996-08",0.445320182163302,0.348649841604264,"df_regclim","wue"
"1996-09",0.349916648632397,0.349178235718913,"df_regclim","wue"
"1996-10",0.399960234782121,0.349706629833561,"df_regclim","wue"
"1996-11",0.396367803541631,0.350235023948209,"df_regclim","wue"
"1996-12",0.369627492099075,0.350763418062858,"df_regclim","wue"
"1997-01",0.442996361519396,0.351291812177506,"df_regclim","wue"
"1997-02",0.411990863508299,0.351820206292154,"df_regclim","wue"
