value_vt,value_tt,Year
0.888831522171541,0.880367107670806,1979-01
0.878791303324875,0.880462965827762,1979-02
0.846556826726934,0.88055882398937,1979-03
0.8572294138661,0.880654682151326,1979-04
0.830804288037422,0.880750540311216,1979-05
0.819045321859817,0.880846398471106,1979-06
0.845880867699616,0.880942256630998,1979-07
0.857077536679868,0.881038114790889,1979-08
0.891091976678269,0.88113397295078,1979-09
0.862513484755627,0.881229831110671,1979-10
0.88667200072696,0.881325689270561,1979-11
0.909817009665089,0.881421547430453,1979-12
0.883002636874097,0.881517405590344,1980-01
0.866788940629874,0.881613263750234,1980-02
0.882710316108942,0.881709121910125,1980-03
0.898118715421198,0.881804980070016,1980-04
0.870738257693346,0.881900838229907,1980-05
0.866962504299583,0.881996696389798,1980-06
0.863104442476998,0.882092554549689,1980-07
0.893518465000299,0.88218841270958,1980-08
0.881481306479438,0.882284270869471,1980-09
0.91541449611453,0.882380129029362,1980-10
0.911718341984516,0.882475987189252,1980-11
0.895147831323885,0.882571845349143,1980-12
0.891671386994195,0.882667703509035,1981-01
0.894870759063723,0.882763561668925,1981-02
0.868448429138471,0.882859419828816,1981-03
0.856111206716328,0.882955277988707,1981-04
0.842453663465387,0.883051136148598,1981-05
0.842114761852719,0.883146994308489,1981-06
0.856705324849599,0.88324285246838,1981-07
0.864917632524027,0.883338710628271,1981-08
0.893271702914261,0.883434568788162,1981-09
0.908992374278217,0.883530426948053,1981-10
0.938358618382736,0.883626285107943,1981-11
0.902208200043706,0.883722143267834,1981-12
0.883813214721409,0.883818001427725,1982-01
0.924729913260029,0.883913859587616,1982-02
0.922850170261038,0.884009717747507,1982-03
0.895239727991681,0.884105575907398,1982-04
0.886572857270012,0.884201434067289,1982-05
0.848127509519267,0.88429729222718,1982-06
0.885242797071517,0.884393150387071,1982-07
0.882855742603619,0.884489008546962,1982-08
0.893922734287047,0.884584866706853,1982-09
0.89977926828779,0.884680724866744,1982-10
0.923121636727535,0.884776583026634,1982-11
0.923877427789831,0.884872441186525,1982-12
0.917775434164336,0.884968299346417,1983-01
0.930699585329174,0.885064157506307,1983-02
0.891189780842187,0.885160015666198,1983-03
0.908297726398014,0.885255873826089,1983-04
0.892518197052356,0.88535173198598,1983-05
0.841945430469665,0.885447590145871,1983-06
0.874557564759443,0.885543448305762,1983-07
0.882071768391732,0.885639306465652,1983-08
0.918000006151056,0.885735164625544,1983-09
0.919634391735186,0.885831022785435,1983-10
0.919141606522169,0.885926880945325,1983-11
0.895053000787953,0.886022739105216,1983-12
0.8956084063025,0.886118597265107,1984-01
0.914179100102309,0.886214455424998,1984-02
0.882188898451339,0.886310313584889,1984-03
0.847489094939799,0.88640617174478,1984-04
0.84088956826464,0.886502029904671,1984-05
0.878757274191216,0.886597888064562,1984-06
0.880656684004342,0.886693746224453,1984-07
0.881678976831118,0.886789604384344,1984-08
0.879374721397117,0.886885462544235,1984-09
0.883480380662848,0.886981320704126,1984-10
0.898936537717391,0.887077178864016,1984-11
0.901984947300616,0.887173037023907,1984-12
0.885521570628605,0.887268895183798,1985-01
0.878611621186576,0.887364753343689,1985-02
0.869594157765866,0.88746061150358,1985-03
0.868557358119648,0.887556469663471,1985-04
0.857499362193253,0.887652327823362,1985-05
0.879268087701077,0.887748185983253,1985-06
0.866758532887149,0.887844044143144,1985-07
0.858649564242476,0.887939902303034,1985-08
0.869763690318224,0.888035760462926,1985-09
0.874351934074823,0.888131618622817,1985-10
0.918989214570627,0.888227476782707,1985-11
0.913424671543836,0.888323334942598,1985-12
0.904541810801534,0.888419193102489,1986-01
0.902024792740499,0.88851505126238,1986-02
0.88345471268006,0.888610909422271,1986-03
0.854221996533418,0.888706767582162,1986-04
0.845049578759052,0.888802625742053,1986-05
0.853436512531775,0.888898483901944,1986-06
0.868451486538072,0.888994342061835,1986-07
0.859405039168407,0.889090200221725,1986-08
0.872887522449591,0.889186058381616,1986-09
0.867722441781766,0.889281916541508,1986-10
0.900429306758056,0.889377774701398,1986-11
0.940464527328081,0.889473632861289,1986-12
0.936504799282519,0.88956949102118,1987-01
0.919007073957048,0.889665349181071,1987-02
0.934950348062388,0.889761207340962,1987-03
0.910918414958725,0.889857065500853,1987-04
0.913488242951481,0.889952923660744,1987-05
0.882850311002224,0.890048781820635,1987-06
0.870783159606081,0.890144639980526,1987-07
0.884773211910384,0.890240498140416,1987-08
0.878252851916982,0.890336356300307,1987-09
0.886474499989626,0.890432214460198,1987-10
0.880506264538373,0.890528072620089,1987-11
0.889209596112452,0.89062393077998,1987-12
0.894661768900225,0.890719788939871,1988-01
0.926412394584965,0.890815647099762,1988-02
0.923401655480711,0.890911505259653,1988-03
1.00202346859485,0.891007363419544,1988-04
0.97714508585919,0.891103221579435,1988-05
0.966878410456037,0.891199079739326,1988-06
0.967344596399508,0.891294937899217,1988-07
0.9537815012057,0.891390796059107,1988-08
0.910222992835482,0.891486654218998,1988-09
0.842926969562033,0.89158251237889,1988-10
0.810718210507023,0.89167837053878,1988-11
0.824358866317895,0.891774228698671,1988-12
0.84321336286947,0.891870086858562,1989-01
0.905958578316078,0.891965945018453,1989-02
0.91925427313086,0.892061803178344,1989-03
0.911425892944643,0.892157661338235,1989-04
0.90059705458293,0.892253519498125,1989-05
0.940888525182015,0.892349377658017,1989-06
0.920464354830774,0.892445235817908,1989-07
0.913305665511622,0.892541093977798,1989-08
0.883109562210029,0.892636952137689,1989-09
0.874489905715432,0.89273281029758,1989-10
0.884718704692343,0.892828668457471,1989-11
0.893250276770704,0.892924526617362,1989-12
