diff_1y,df_1y_norm,df_7y_norm
0.0,1.741187692866783,1.741187692866783
-0.002363595975034105,1.7267160137478683,1.7267160137478683
-0.005067248288280535,1.71635572349146,1.71635572349146
0.014935678426253984,1.6931843269203348,1.7006147084117922
-0.006931629982604548,1.7410712240711774,1.7433455382536196
0.0148763493055728,1.633975078765662,1.6535298781075338
0.0017260866015655907,1.6644349300581511,1.6659850072758209
0.030785430853156104,1.6243943384970951,1.65203628736216
0.05987379212114008,1.664437318466067,1.7281548460872884
0.16582321855936488,1.5336472281298554,1.688573415802891
0.133187908568285,1.506225944253749,1.65286416165417
0.33826645416299805,1.3700678969525673,1.6988734936849228
0.3487155266801816,1.3775543196712237,1.720331067741404
0.44387624636470924,1.2960205161729923,1.7301049904436092
0.3515124034406647,1.3177219863761822,1.6586512107154772
0.4122072628122688,1.2584640720996096,1.6634070927346505
0.6026928227410442,1.148263891778459,1.7333120624890974
0.5667209718014155,1.1234326320070689,1.6676797265575989
0.7173714946512196,0.9827623133965734,1.6634449990059257
1.119993004036587,0.5858131788909358,1.6766030351909325
1.1597787825944368,0.4411161858478299,1.5841811690856793
1.1346643222209005,0.4896383453838593,1.6184901639190368
1.2127270253702553,0.4753212966300312,1.665719157801762
1.318020811354921,0.3944455686747986,1.6774207679385609
1.3744053823257454,0.3295075940069738,1.6818934648707475
1.409213006055384,0.288889493071426,1.6548549559100647
1.5350742013364314,0.2030675868577215,1.5818306107613982
1.5256124112019227,0.1818399369987181,1.5594747509400666
1.6954088264956133,0.0,1.6140447255156931
1.656502737339897,0.0,1.640625680481954
1.7281667055586911,0.0,1.6145015386692865
1.789355669463317,0.0,1.573068055463629
1.753057696513446,0.0,1.6161849805041288
1.7461636283149218,0.0,1.3464380652360084
1.728971985785613,0.0,1.4010443747202983
1.7149368531457372,0.0,1.464586516007647
1.7947419371621136,0.0,1.3903902151670935
1.765681950438653,0.0,1.4077139829529413
