YEAR,PID,OC,g1,sla_random,wd_random,sla_ocp,wd_ocp,g1_ocp
1992,3012,0.006317054868692535,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00019665062569986522,0.0038281409676720383,0.0033681697882699366
1993,3012,0.010407839456611594,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00032399720817210983,0.006307160130311599,0.0055493218196755205
1994,3012,0.016291762570715785,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005071643938321535,0.009872822862697627,0.008686551506827298
1995,3012,0.006866022859874492,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0002137400607608391,0.004160816067171251,0.0036608722328521537
1996,3012,0.005455459938859032,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00016982907901815053,0.0033060136604072827,0.0029087788105575016
1997,3012,0.012060164821047084,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00037543428186073035,0.007308470796594969,0.006430319767067989
1998,3012,0.014478441368385974,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00045071550167510404,0.008773948572941172,0.007719712716113946
1999,3012,0.008760021890901956,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00027270046276278937,0.005308581194135874,0.004670727370716357
2000,3012,0.004278199485589046,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00013318082923095722,0.0025925927602472435,0.0022810791666489734
2001,3012,0.00830056606017974,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.00025839755128409335,0.005030150544888159,0.0044257516216924565
2002,3012,0.017632962337544324,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005489160928149319,0.010685591135247266,0.00940166141620213
2003,3012,0.024719227870873915,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0007695123326720467,0.014979874461862722,0.01317996411851177
2004,3012,0.01679606757680914,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005228634651641647,0.010178432152810956,0.008955440240723714
2005,3012,0.01662754670149844,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005176173914380079,0.010076308349853017,0.008865587147357787
2006,3012,0.018160793405224963,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005653475330795483,0.011005457239974727,0.009683093933795595
2007,3012,0.017388262800250888,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0005412985688077072,0.010537302994182365,0.009271190871645033
2008,3012,0.0057289551904409035,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0001783430168368747,0.0034717520303925078,0.0030546028476699104
2009,3012,0.023853062290186758,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0007425485011172527,0.01445497733604399,0.012718136130445935
2010,3012,0.02085993202909633,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0006493720207985914,0.01264113768889356,0.011122238813212745
2011,3012,0.01642583682139719,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.000511338140274884,0.009954071979954328,0.008758038117267884
2012,3012,0.02238148686862414,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0006967381933979013,0.01356320129872914,0.011933511652885608
2013,3012,0.021722544607162157,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0006762252469837755,0.013163881691908127,0.011582172387451954
2014,3012,0.023503209432797538,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.000731657542476155,0.014242966187832135,0.0125315992316708
2015,3012,0.030216021528099324,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0009406281349731521,0.018310936393009073,0.016110781518939445
2016,3012,0.02337076993089524,0.5331867236048021,0.031130112020155167,0.6060009050490269,0.0007275346859460429,0.014162707729815099,0.012460984247575661
1979,3013,0.00957592644487486,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00023307185816673936,0.003878873606079915,0.17896300154363803
1980,3013,0.016493137619765896,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00040143230570614786,0.00668079444459326,0.3082376864836258
1981,3013,0.022218548565398958,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0005407851062470385,0.008999958603677123,0.4152390021056447
1982,3013,0.010736779291560174,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00026132626588307086,0.004349094580882865,0.2006580000369139
1983,3013,0.011967898180679882,18.688844632826203,0.02433935343054791,0.4050651003231056,0.000291290903640379,0.00484777787721381,0.2236661896802097
1984,3013,0.020284645740327185,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004937151618872815,0.008216602061824289,0.37909659267289464
1985,3013,0.009242194289631415,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00022494903328913068,0.003743690357135183,0.17272593314531506
1986,3013,0.009791047595495008,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0002383077678820693,0.003966011676537488,0.1829833673048128
1987,3013,0.012720320084568113,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0003096043662880004,0.005152557731197598,0.23772808574031215
1988,3013,0.020881609346705646,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0005082448700881014,0.008458411184931222,0.3902531527639533
1989,3013,0.012062302563751544,18.688844632826203,0.02433935343054791,0.4050651003231056,0.000293588645285353,0.0048860177981136736,0.2254304985280938
1990,3013,0.007121130292335919,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0001733237070101449,0.0028845213562789557,0.13308569764357825
1991,3013,0.019147627445140054,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004660408717437229,0.007756035632015107,0.3578470344094614
1992,3013,0.018162899455147697,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00044207322916234586,0.007357156689957882,0.339443605998899
1993,3013,0.011509816249645966,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00028014148562079664,0.0046622248738633545,0.21510516764201185
1994,3013,0.01758466477336727,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00042799937087669164,0.007122934000572194,0.3286370678697929
1995,3013,0.012615721298312527,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0003070584994609194,0.005110188413349304,0.2357732552751993
1996,3013,0.009761066733615214,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00023757805308862457,0.0039538674757123755,0.1824230596351831
1997,3013,0.011842713281901736,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00028824398414485034,0.004797069843631302,0.22132662855656884
1998,3013,0.0109140360677422,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00026564058120652473,0.004420895114709987,0.2039707243870954
1999,3013,0.013033229424518443,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0003172203773047709,0.005279306384376615,0.24357599977880406
2000,3013,0.012244827643219429,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0002980311877044607,0.0049599523377398145,0.22884168137986335
2001,3013,0.01706368425825525,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004153190419889513,0.006911902975951961,0.3189005439661346
