date,npp,photo,ar,lai,f5,evapm,cleaf,cwood,croot,csap,cheart,csto,ctotal,wue
1979-01,1.7865679684671127,2.5743160593794503,0.8337826118485242,7.355552414810909,0.8970829235268545,1.6597844540888802,0.26217628509418844,34.44191255031932,0.3452030041197819,3.872882758335613,30.569029791983684,23.730998425826026,58.780290265359305,0.007189229317510775
1979-02,1.6938118515932317,2.3970231724114526,0.7477547850668698,6.6591279001441555,0.8730095281572064,1.8374119906072273,0.22634437713976632,32.41185225825485,0.2992490101812345,3.3688556085727925,29.04299664968205,24.910150532071338,57.84759617764718,0.00718919335012025
1979-03,1.8306222408294262,2.6571499931673745,0.8767763023771906,7.9825629971964345,0.9173643917815412,1.4999242207941705,0.27951653960668005,32.621827450255466,0.36887472248322806,4.101745144927869,28.520082305327602,22.363378512090257,55.633597224435626,0.009390096605761355
1979-04,1.7248214654815586,2.4256319579881573,0.7431512424086228,6.5442022077014235,0.890790998591182,1.7478128951417546,0.22975609394752392,30.470690827366408,0.30292410646173135,3.3764669404066683,27.094223886959735,25.27479318993679,56.278164217712444,0.009130560651253932
1979-05,1.5788095925439176,2.44692336883621,0.9499124746710349,7.885070636086313,0.9002903471896745,1.6569043918022148,0.27251427377658766,33.355172402327895,0.36378562972806494,4.298627458548129,29.056544943779755,20.538589129868832,54.53006143570137,0.00811745384756513
1979-06,1.5901138178394905,2.3530179818930117,0.8333683739494184,7.451722661754332,0.8767984084594789,1.7142933922525103,0.24950667980141514,31.77721265848807,0.33183743211822736,3.7955842393872676,27.98162841910081,20.875108414147395,53.233665184555115,0.006530963981411034
1979-07,1.6410751747686523,2.519872827667951,0.9494122821721942,8.037423009821087,0.8752765922837975,1.7201968374207086,0.27750378196538633,34.69000317752977,0.36912280169755146,4.3506873902936265,30.339315787236153,19.770174553142095,55.106804314334816,0.004518947168300387
1979-08,1.6456858247886657,2.4821092297339473,0.8980032893682479,7.587383804088473,0.8409870964721899,1.8638607332720931,0.25660881473307884,34.980859918045866,0.3403462113311736,4.037566089454277,30.9432938285916,20.966187122255217,56.54400206636536,0.004398821311136838
1979-09,1.8611219771502516,2.6687791015747373,0.8467500381799948,7.193316960795406,0.8750259544865037,1.8131543305867974,0.2575507968061967,35.27191779035539,0.33884113914562103,3.857395418590953,31.414522371764427,23.08685990722369,58.95516963353089,0.005097998712115933
1979-10,1.7118272574651672,2.3995794302459506,0.7411238374673393,6.668332001510326,0.8391505090877102,1.97485279540169,0.22430457781188204,31.72065508916992,0.29697323673575865,3.2342235027511257,28.486431586418792,25.343687362642857,57.585620266360415,0.005552913860054936
